# 전체 on-CPU inclusive 함수 표 — 1840개 (컷오프 없음)
# denom = total_samples = 147236

  %total   samples  func
   0.003         5  css_find_queue_entry
   0.003         5  btree_generate_prefix_domain@plt
   0.003         5  bit64_count_trailing_zeros
   0.003         5  csect_check_own_critical_section
   0.003         5  log_sysop_attach_to_outer@plt
   0.003         5  cubconn::transmitter::stamp@plt
   0.003         5  log_sysop_end_unstack
   0.003         5  css_conn_entry::release_packet
   0.003         5  vacuum_is_mvccid_vacuumed@plt
   0.003         5  css_conn_entry::add_pending_request@plt
   0.003         5  cubthread::worker_pool::execute_on_core@plt
   0.003         5  cubthread::worker_pool::core::check_worker_not_available
   0.003         5  _IO_new_file_write
   0.003         5  __GI__IO_fflush
   0.003         5  __GI___libc_write
   0.003         5  new_do_write
   0.003         5  _IO_new_do_write
   0.003         5  __GI__IO_file_sync
   0.003         5  css_conn_entry::add_working_task
   0.003         5  stran_wait_server_active_trans
   0.003         5  btree_node_header_redo_log
   0.003         5  locator_lock_and_return_object
   0.003         5  sboot_register_client
   0.003         5  css_conn_entry::end_working_task@plt
   0.003         5  prior_is_tde_encrypted
   0.003         5  or_unpack_mvccid@plt
   0.003         5  btree_unpack_mvccinfo
   0.003         5  btree_perf_track_traverse_time<btree_delete_helper>
   0.003         5  vacuum_master_task::start_job_on_cursor_entry
   0.003         4  cubconn::connection::coordinator::statistics_EWMA<cubconn::statistics::worker>
   0.003         4  vacuum_job_cursor::readjust_to_vacuum_data_changes@plt
   0.003         4  lock_classes_lock_hint
   0.003         4  catalog_add_representation
   0.003         4  catalog_get_class_info
   0.003         4  my_malloc
   0.003         4  cubmem::single_block_allocator::~single_block_allocator
   0.003         4  pgbuf_promote_read_latch_release
   0.003         4  area_free
   0.003         4  btree_get_root_with_key
   0.003         4  tp_value_compare_with_error
   0.003         4  catalog_assign_attribute
   0.003         4  log_append_realloc_data_ptr
   0.003         4  cub_realloc
   0.003         4  disk_reserve_sectors_in_volume
   0.003         4  css_conn_entry::add_working_task@plt
   0.003         4  heap_does_exist
   0.003         4  qexec_open_scan
   0.003         4  std::_Function_base::_Base_manager<std::_Bind<void (cubmem::single_block_allocator::*(cubmem::single_block_allocator*, std::_Placeholder<1>))(cubmem::block&)> >::_M_manager
   0.003         4  cubthread::worker_pool::core::free_all_temp_list@plt
   0.003         4  qfile_open_list
   0.003         4  heap_scancache_start
   0.003         4  mht_map_no_key
   0.003         4  heap_attrinfo_set_uninitialized
   0.003         4  cubconn::connection::coordinator::enqueue@plt
   0.003         4  std::vector<std::pair<unsigned long, cubconn::statistics::metrics<cubconn::statistics::context, unsigned long> >, std::allocator<std::pair<unsigned long, cubconn::statistics::metrics<cubconn::statistics::context, unsigned long> > > >::reserve@plt
   0.003         4  cubconn::receiver::receive_in_allocated
   0.003         4  tp_domain_new
   0.003         4  tp_domain_copy
   0.003         4  css_receive_data_from_client_with_timeout@plt
   0.003         4  cubpl::server_monitor_task::do_check_state
   0.003         4  std::_Function_handler<bool (), std::_Bind<bool (cubconn::connection::worker::*(cubconn::connection::worker*))()> >::_M_invoke
   0.003         4  lock_conv
   0.003         4  bit64_count_trailing_ones@plt
   0.003         4  create_mspace_with_base@plt
   0.003         4  cubconn::connection::worker::push_task_into_worker_pool
   0.003         4  lf_list_find@plt
   0.003         4  btree_write_record@plt
   0.003         4  css_claim_queue_entry
   0.003         4  mht_get@plt
   0.003         4  prior_lsa_alloc_and_copy_data@plt
   0.003         4  cubconn::connection::worker::enqueue@plt
   0.003         4  or_mvcc_get_prev_version_lsa
   0.003         4  or_mvcc_get_flag
   0.003         4  LOG_RV_RECORD_SET_MODIFY_MODE
   0.003         4  btree_init_node_header
   0.003         4  or_put_mvccid
   0.003         4  er_errid@plt
   0.003         4  heap_classrepr_get_from_record
   0.003         4  locator_insert_force@plt
   0.003         4  pgbuf_bcb_is_direct_victim
   0.003         4  perfmon_destroy_parallel_stats
   0.003         4  thread_suspend_wakeup_and_unlock_entry
   0.003         4  btree_record_object_set_mvcc_flags
   0.003         4  disk_reserve_from_cache
   0.003         4  cuberr::context::pop_error_stack@plt
   0.003         4  _IO_vfprintf_internal
   0.003         4  cubconn::connection::coordinator::handle_message_queue_new_client
   0.003         4  xtran_wait_server_active_trans
   0.003         4  server_ping_with_handshake
   0.003         4  or_mvcc_get_chn
   0.003         4  sbtree_find_unique
   0.003         4  or_pack_int@plt
   0.003         4  vacuum_produce_log_block_data
   0.003         4  cubthread::entry::push_resource_tracks@plt
   0.003         4  vacuum_is_thread_vacuum_worker
   0.003         4  lock_free_entry
   0.003         4  fileio_flush_control_get_token
   0.003         4  logtb_tran_create_btid_unique_stats
   0.003         4  log_can_skip_redo_logging
   0.002         3  or_unpack_string_nocopy
   0.002         3  ATOMIC_TAS_32<int, int>
   0.002         3  log_2pc_is_tran_distributed
   0.002         3  vacuum_job_cursor::search@plt
   0.002         3  xtran_should_connection_reset
   0.002         3  xcache_find_xasl_id_for_execute
   0.002         3  __libc_pread
   0.002         3  fileio_read
   0.002         3  catalog_insert
   0.002         3  heap_get_visible_version
   0.002         3  catcls_free_or_value
   0.002         3  catcls_find_oid_by_class_name
   0.002         3  catcls_allocate_or_value
   0.002         3  shf_create
   0.002         3  catalog_end_access_with_dir_oid
   0.002         3  catcls_get_or_value_from_class
   0.002         3  or_get_set
   0.002         3  mr_data_readval_set
   0.002         3  parse_tzname
   0.002         3  vacuum_data_page::get_index_of_blockid@plt
   0.002         3  qfile_generate_tuple_into_list
   0.002         3  csect_exit
   0.002         3  cubthread::worker_pool::core::worker::retire_current_task@plt
   0.002         3  mvcctable::compute_oldest_visible_mvccid@plt
   0.002         3  vacuum_data::update@plt
   0.002         3  qexec_clear_regu_var
   0.002         3  heap_attrinfo_determine_disksize
   0.002         3  tm_encode
   0.002         3  vacuum_data::has_one_page
   0.002         3  qexec_upddel_setup_current_class
   0.002         3  vacuum_data_page::get_index_of_blockid
   0.002         3  xqmgr_prepare_query
   0.002         3  cubmem::block_allocator::block_allocator
   0.002         3  std::_Function_handler<void (), css_send_data_to_client(css_conn_entry*, unsigned int, char*, int, int)::{lambda()#1}>::_M_invoke
   0.002         3  tp_domain_init
   0.002         3  vacuum_job_cursor::is_loaded@plt
   0.002         3  __GI_kill
   0.002         3  std::_Function_base::_Base_manager<std::_Bind<void (cubmem::single_block_allocator::*(cubmem::single_block_allocator*, std::_Placeholder<1>, std::_Placeholder<2>))(cubmem::block&, unsigned long)> >::_M_manager
   0.002         3  locator_lock_and_get_object
   0.002         3  mht_clear
   0.002         3  tp_init_value_domain@plt
   0.002         3  locator_free_copy_area@plt
   0.002         3  css_wakeup_handler@plt
   0.002         3  hl_lea_alloc@plt
   0.002         3  heap_get_last_version@plt
   0.002         3  heap_is_big_length@plt
   0.002         3  tbb::detail::r1::std_cache_aligned_deallocate
   0.002         3  db_value_type
   0.002         3  mspace_free@plt
   0.002         3  cubthread::entry::end_resource_tracks
   0.002         3  css_return_eid_from_conn@plt
   0.002         3  lock_create_search_key
   0.002         3  heap_link_watchers
   0.002         3  sprm_server_get_force_parameters
   0.002         3  _er_log_debug_internal
   0.002         3  _er_log_debug
   0.002         3  spage_number_of_slots@plt
   0.002         3  log_tdes::unlock_topop@plt
   0.002         3  net_server_conn_down
   0.002         3  heap_insert_physical
   0.002         3  xboot_register_client
   0.002         3  sboot_get_locales_info
   0.002         3  btree_init_temp_key_value
   0.002         3  css_free_queue_entry
   0.002         3  __libc_close
   0.002         3  css_shutdown_socket
   0.002         3  or_put_oid
   0.002         3  btree_unique_stats::get_null_count
   0.002         3  btree_get_root_header@plt
   0.002         3  lf_freelist_claim@plt
   0.002         3  locator_pack_copy_area_descriptor@plt
   0.002         3  lock_uninit_resource
   0.002         3  net_server_wakeup_workers
   0.002         3  log_sysop_commit@plt
   0.002         3  vacuum_job_cursor::unload@plt
   0.002         3  bit64_set@plt
   0.002         3  __GI___pthread_mutex_destroy
   0.002         3  btree_read_record@plt
   0.002         3  or_unpack_btid
   0.002         3  log_append_redo_crumbs@plt
   0.002         3  vacuum_job_cursor::start_job_on_current_entry
   0.002         3  btree_vacuum_insert_mvccid@plt
   0.002         3  vacuum_is_file_dropped@plt
   0.002         3  vacuum_heap
   0.002         3  cubthread::entry::lock@plt
   0.002         3  file_descriptor_get
   0.001         2  pgbuf_page_flush_daemon_task::execute
   0.001         2  std::__detail::_Map_base<unsigned long, std::pair<unsigned long const, std::pair<cubconn::statistics::metrics<cubconn::statistics::context, double>, cubconn::statistics::metrics<cubconn::statistics::context, unsigned long> > >, std::allocator<std::pair<unsigned long const, std::pair<cubconn::statistics::metrics<cubconn::statistics::context, double>, cubconn::statistics::metrics<cubconn::statistics::context, unsigned long> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[]
   0.001         2  heap_attrinfo_transform_columns_to_disk
   0.001         2  xcache_find_sha1
   0.001         2  file_map_pages
   0.001         2  catalog_find_optimal_page
   0.001         2  catalog_get_representation_item
   0.001         2  heap_estimate
   0.001         2  catcls_free_sub_value
   0.001         2  catcls_insert_catalog_classes
   0.001         2  set_free
   0.001         2  lf_hash_delete
   0.001         2  cubthread::lockfree_hashmap<catalog_key, catalog_entry>::erase
   0.001         2  catalog_drop
   0.001         2  catalog_drop_representation_item
   0.001         2  sprm_server_change_parameters
   0.001         2  logpb_force_flush_pages
   0.001         2  heap_create_internal
   0.001         2  orc_diskrep_from_record
   0.001         2  file_create
   0.001         2  pgbuf_log_new_page
   0.001         2  catcls_expand_or_value_by_def
   0.001         2  catalog_start_access_with_dir_oid
   0.001         2  or_get_current_representation
   0.001         2  spage_is_updatable
   0.001         2  catalog_fetch_btree_statistics
   0.001         2  db_sys_datetime
   0.001         2  slocator_force
   0.001         2  sysprm_unpack_sysprm_value
   0.001         2  heap_chnguess_put
   0.001         2  qexec_setup_list_id
   0.001         2  session_remove_expired_sessions
   0.001         2  css_ha_server_state
   0.001         2  cubconn::connection::coordinator::statistics_update_task
   0.001         2  cubconn::connection::coordinator::statistics_update
   0.001         2  vacuum_shutdown_sequence::check_shutdown_request@plt
   0.001         2  tp_domain_cache
   0.001         2  lockfree::bitmap::free_entry@plt
   0.001         2  vacuum_data_page::is_empty@plt
   0.001         2  __tzstring_len
   0.001         2  mr_cmpval_string
   0.001         2  locator_pack_lockhint
   0.001         2  mvcctable::reset_transaction_lowest_active
   0.001         2  oldest_active_set
   0.001         2  logtb_tran_update_all_global_unique_stats
   0.001         2  vacuum_data::has_one_page@plt
   0.001         2  mvcc_info::reset
   0.001         2  cubconn::connection::worker::eventfd_removetimer@plt
   0.001         2  locator_allocate_lockhint@plt
   0.001         2  heap_scancache_block_deallocate
   0.001         2  vacuum_job_cursor::load@plt
   0.001         2  locator_free_lockhint
   0.001         2  std::_Function_handler<void (), slocator_find_lockhint_class_oids(cubthread::entry*, unsigned int, char*, int)::{lambda()#1}>::_M_invoke
   0.001         2  mht_1strhash
   0.001         2  scan_open_parallel_heap_scan
   0.001         2  gettimeofday@plt
   0.001         2  vacuum_job_cursor::readjust_to_vacuum_data_changes
   0.001         2  heap_attrinfo_set
   0.001         2  pgbuf_flush_if_requested@plt
   0.001         2  css_ha_server_state@plt
   0.001         2  fileio_flush_control_get_desired_rate
   0.001         2  cubsync::critical_section_tracker::on_exit
   0.001         2  std::_Function_base::_Base_manager<css_send_data_to_client(css_conn_entry*, unsigned int, char*, int, int)::{lambda()#1}>::_M_manager
   0.001         2  pgbuf_get_page_ptype
   0.001         2  vacuum_data::is_empty@plt
   0.001         2  xqmgr_end_query
   0.001         2  heap_create_insert_context@plt
   0.001         2  heap_scancache_end_internal
   0.001         2  spage_max_space_for_new_record@plt
   0.001         2  cubconn::receiver::parse_size_in_tmpsize
   0.001         2  btree_unique_stats::get_key_count
   0.001         2  logtb_load_global_statistics_to_tran
   0.001         2  css_return_eid_from_conn
   0.001         2  std::_Rb_tree_increment@plt
   0.001         2  css_find_and_remove_queue_entry
   0.001         2  cubbase::packet_buffer::get_msghdr
   0.001         2  mht_compare_strings_are_equal
   0.001         2  __strcmp_avx2
   0.001         2  pgbuf_lru_move_from_private_to_shared
   0.001         2  __mktime_internal
   0.001         2  db_User_page_size
   0.001         2  cubbase::DMRBMemoryPool::buffer
   0.001         2  pthread_mutex_init@plt
   0.001         2  btree_unique_stats::get_row_count
   0.001         2  lock_res_key_copy
   0.001         2  db_private_free_release@plt
   0.001         2  __errno_location@plt
   0.001         2  css_receive_data_from_client
   0.001         2  cubconn::connection::worker::handle_message_queue_new_client
   0.001         2  xboot_unregister_client
   0.001         2  logtb_release_tran_index
   0.001         2  deadlock_detect_task_execute
   0.001         2  __IO_vsprintf
   0.001         2  __sprintf
   0.001         2  er_set
   0.001         2  sysprm_unpack_session_parameters
   0.001         2  ssession_find_or_create_session
   0.001         2  ssession_end_session
   0.001         2  __pthread_create_2_1
   0.001         2  cubthread::worker_pool::core::worker::start_thread
   0.001         2  std::thread::_M_start_thread
   0.001         2  std::_Rb_tree_rebalance_for_erase@plt
   0.001         2  or_replace_rep_id@plt
   0.001         2  cubthread::worker_pool::core::get_task_or_become_available@plt
   0.001         2  disk_compare_vsids
   0.001         2  __GI_____strtoull_l_internal
   0.001         2  cubconn::connection::worker::notify@plt
   0.001         2  lf_tran_compute_minimum_transaction_id@plt
   0.001         2  lf_freelist_transport@plt
   0.001         2  lf_freelist_retire@plt
   0.001         2  __access
   0.001         2  __setsockopt
   0.001         2  fileio_increase_flushed_page_count
   0.001         2  stran_server_has_updated
   0.001         2  logtb_tran_clear_update_stats
   0.001         2  log_system_tdes::get_tdes@plt
   0.001         2  cubthread::entry::unlock
   0.001         2  mvcc_satisfies_vacuum
   0.001         2  heap_rv_remove_flags_from_offset@plt
   0.001         2  vacuum_collect_heap_objects
   0.001         2  vacuum_read_log_add_aligned
   0.001         1  cubthread::looper::was_woken_up@plt
   0.001         1  csect_exit@plt
   0.001         1  log_tdes::unlock_global_oldest_visible_mvccid@plt
   0.001         1  mvcctable::reset_transaction_lowest_active@plt
   0.001         1  clientids::get_host_name
   0.001         1  css_send_data_to_client@plt
   0.001         1  cubpl::session::mark_session_param_changed
   0.001         1  catalog_get_representation_record_after_search
   0.001         1  heap_assign_address
   0.001         1  catalog_put_record_into_page
   0.001         1  css_cleanup_server_queues@plt
   0.001         1  sysprm_set_value_internal
   0.001         1  sysprm_change_parameter_values
   0.001         1  _dl_runtime_resolve_xsavec
   0.001         1  _dl_fixup
   0.001         1  catalog_add_class_info
   0.001         1  spage_has_enough_contiguous_space
   0.001         1  slocator_reserve_classnames
   0.001         1  tp_domain_find_set
   0.001         1  catcls_put_or_value_into_record
   0.001         1  tp_domain_match_internal
   0.001         1  xbtree_add_index
   0.001         1  file_create_with_npages
   0.001         1  sbtree_add_index
   0.001         1  btree_create_file
   0.001         1  catcls_get_subset
   0.001         1  catcls_get_or_value_from_attribute
   0.001         1  catcls_get_or_value_from_domain
   0.001         1  or_unpack_set
   0.001         1  or_unpack_setref
   0.001         1  mr_initval_string
   0.001         1  spage_update_record_after_compact
   0.001         1  catcls_get_property_set
   0.001         1  col_expand_blocks
   0.001         1  col_expand
   0.001         1  col_new
   0.001         1  realloc_block
   0.001         1  catalog_drop_representation_helper
   0.001         1  btree_key_append_object_to_overflow
   0.001         1  btree_insert_object_ordered_by_oid
   0.001         1  file_sector_map_pages
   0.001         1  file_extdata_apply_funcs
   0.001         1  catcls_update_subset
   0.001         1  catcls_insert_subset
   0.001         1  lock_get_object_lock
   0.001         1  catalog_get_last_representation_id
   0.001         1  heap_midxkey_get_value
   0.001         1  or_unpack_lock
   0.001         1  mr_index_writeval_string
   0.001         1  heap_midxkey_key_get
   0.001         1  logtb_find_current_tran_lsa
   0.001         1  mr_data_lengthval_set
   0.001         1  or_packed_set_length
   0.001         1  or_packed_domain_size
   0.001         1  catcls_guess_record_length
   0.001         1  std::_Function_handler<void (), slocator_force(cubthread::entry*, unsigned int, char*, int)::{lambda()#1}>::_M_invoke
   0.001         1  lockfree::bitmap::free_entry
   0.001         1  sysprm_unpack_assign_values
   0.001         1  heap_mark_class_as_modified
   0.001         1  stran_server_savepoint
   0.001         1  catcls_get_or_value_from_buffer
   0.001         1  xlocator_force
   0.001         1  qfile_clone_list_id
   0.001         1  qfile_copy_list_id
   0.001         1  qexec_end_mainblock_iterations
   0.001         1  qfile_close_list@plt
   0.001         1  pthread_cond_broadcast@plt
   0.001         1  _IO_str_init_static_internal
   0.001         1  scan_open_heap_scan
   0.001         1  eval_fnc@plt
   0.001         1  qdata_get_tuple_value_size_from_dbval@plt
   0.001         1  csect_promote
   0.001         1  cubconn::connection::coordinator::statistics_EWMA@plt
   0.001         1  qdata_evaluate_function
   0.001         1  qfile_scan_list_next
   0.001         1  qfile_has_next_page@plt
   0.001         1  qfile_scan_list
   0.001         1  log_append_info::set_nxio_lsa
   0.001         1  db_make_varchar
   0.001         1  __erand48_r
   0.001         1  heap_get_class_oid_from_page@plt
   0.001         1  qfile_save_normal_tuple
   0.001         1  qdata_copy_db_value_to_tuple_value
   0.001         1  pr_data_writeval_disk_size
   0.001         1  cubpl::server_monitor_task::execute
   0.001         1  __memcmp_evex_movbe
   0.001         1  qmgr_get_new_page@plt
   0.001         1  qfile_allocate_new_page_if_need
   0.001         1  xlocator_fetch@plt
   0.001         1  qmgr_create_new_temp_file
   0.001         1  locator_drop_transient_class_name_entries
   0.001         1  vacuum_data_page::is_empty
   0.001         1  or_pack_lock@plt
   0.001         1  cubmem::single_block_allocator::~single_block_allocator@plt
   0.001         1  xsession_set_tran_auto_commit
   0.001         1  cubmem::cstyle_dealloc
   0.001         1  fetch_val_list
   0.001         1  scan_next_list_scan
   0.001         1  qdata_get_tuple_value_size_from_dbval
   0.001         1  cubpl::server_monitor_task::do_check_state@plt
   0.001         1  mvcc_active_tran::reset
   0.001         1  mvcc_snapshot::reset
   0.001         1  log_clock_execute
   0.001         1  vacuum_master_task::check_shutdown@plt
   0.001         1  locator_free_packed
   0.001         1  session_set_tran_auto_commit@plt
   0.001         1  tsc_elapsed_utime@plt
   0.001         1  oid_is_system_class@plt
   0.001         1  pgbuf_keep_victim_flush_thread_running@plt
   0.001         1  vacuum_job_cursor::is_valid@plt
   0.001         1  mr_lengthval_string_internal
   0.001         1  mr_data_lengthval_string
   0.001         1  heap_attrinfo_get_record_payload_size
   0.001         1  logtb_find_current_client_hostname
   0.001         1  or_pack_listid
   0.001         1  or_pack_int64@plt
   0.001         1  csect_demote
   0.001         1  tp_domain_select
   0.001         1  tp_domain_check
   0.001         1  tp_domain_resolve_value@plt
   0.001         1  fileio_write@plt
   0.001         1  or_unpack_sha1
   0.001         1  logtb_get_mvcc_snapshot
   0.001         1  mvcctable::build_mvcc_info
   0.001         1  logtb_tran_prepare_count_optim_classes
   0.001         1  qfile_update_qlist_count@plt
   0.001         1  cubconn::connection::coordinator::statistics_update_score
   0.001         1  pgbuf_flush_control_from_dirty_ratio
   0.001         1  dwb_is_created@plt
   0.001         1  lang_fastcmp_byte
   0.001         1  scan_end_scan
   0.001         1  heap_attrinfo_transform_fixed_to_disk
   0.001         1  cubconn::receiver::receive_in_allocated@plt
   0.001         1  log_append_commit_log
   0.001         1  heap_scancache::alloc_area@plt
   0.001         1  logtb_find_isolation@plt
   0.001         1  util_get_second_and_ms_since_epoch
   0.001         1  perfmon_server_is_stats_on
   0.001         1  db_change_private_heap@plt
   0.001         1  pgbuf_flush_control_from_dirty_ratio@plt
   0.001         1  REGU_VARIABLE_CLEAR_FLAG
   0.001         1  lock_unlock_classes_lock_hint
   0.001         1  std::_Function_handler<void (cubmem::block&, unsigned long), void (*)(cubmem::block&, unsigned long)>::_M_invoke
   0.001         1  scan_next_scan_block
   0.001         1  copy_bind_value_to_tdes
   0.001         1  mr_setval_datetime
   0.001         1  pr_clone_value
   0.001         1  mvcc_snapshot::reset@plt
   0.001         1  db_value_clear
   0.001         1  qfile_free_list_id
   0.001         1  qfile_clear_list_id
   0.001         1  area_alloc
   0.001         1  tp_domain_resolve_value
   0.001         1  julian_decode
   0.001         1  fileio_flush_control_add_tokens@plt
   0.001         1  mr_data_readval_bigint
   0.001         1  eval_pred_comp1
   0.001         1  mr_initval_bigint
   0.001         1  is_terminated_process@plt
   0.001         1  LOG_FIND_TDES@plt
   0.001         1  db_clear_private_heap@plt
   0.001         1  heap_get_record_location
   0.001         1  locator_allocate_packed
   0.001         1  slogtb_set_suppress_repl_on_transaction
   0.001         1  db_datetime_encode@plt
   0.001         1  xsession_set_row_count@plt
   0.001         1  mvcctable::get_global_oldest_visible
   0.001         1  xlocator_repl_force@plt
   0.001         1  btree_node_header_undo_log@plt
   0.001         1  LZ4_resetStream_fast@plt
   0.001         1  vacuum_data_entry::get_blockid@plt
   0.001         1  pgbuf_lru_add_new_bcb_to_middle
   0.001         1  pgbuf_lru_add_bcb_to_middle
   0.001         1  file_extdata_find_not_full
   0.001         1  ranged_convert
   0.001         1  __GI___sched_yield
   0.001         1  heap_scancache_force_modify
   0.001         1  init_top
   0.001         1  lock_init_entry
   0.001         1  std::__detail::_Map_base<unsigned long, std::pair<unsigned long const, std::pair<cubconn::statistics::metrics<cubconn::statistics::context, double>, cubconn::statistics::metrics<cubconn::statistics::context, unsigned long> > >, std::allocator<std::pair<unsigned long const, std::pair<cubconn::statistics::metrics<cubconn::statistics::context, double>, cubconn::statistics::metrics<cubconn::statistics::context, unsigned long> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[]@plt
   0.001         1  heap_stats_entry_free
   0.001         1  setobj_free
   0.001         1  setobj_clear
   0.001         1  db_set_free
   0.001         1  btree_rv_util_save_page_records
   0.001         1  std::_Deque_base<int, std::allocator<int> >::_M_initialize_map
   0.001         1  btree_get_prefix_separator@plt
   0.001         1  stx_map_stream_to_xasl_node_header
   0.001         1  _IO_new_file_xsputn
   0.001         1  log_append_redo_data2@plt
   0.001         1  locator_ensure_tls_initialized
   0.001         1  rel_compare
   0.001         1  str_to_int32
   0.001         1  __GI_____strtoll_l_internal
   0.001         1  btree_key_find_and_lock_unique
   0.001         1  btree_key_find_and_lock_unique_of_unique
   0.001         1  btree_key_lock_object
   0.001         1  xlocator_fetch_lockhint_classes@plt
   0.001         1  heap_chnguess_put@plt
   0.001         1  session_state_destroy
   0.001         1  stran_server_is_active_and_has_updated
   0.001         1  stran_server_auto_commit_or_abort
   0.001         1  __GI___mmap64
   0.001         1  mht_get2@plt
   0.001         1  spage_shift_slot_down
   0.001         1  log_sysop_start_atomic@plt
   0.001         1  locator_allocate_copy_area_by_length@plt
   0.001         1  localtime_r@plt
   0.001         1  heap_estimate_num_objects
   0.001         1  xlocator_fetch_all
   0.001         1  slocator_fetch_all
   0.001         1  fflush@plt
   0.001         1  or_get_align64
   0.001         1  file_partsect_is_empty
   0.001         1  btree_is_online_index_loading
   0.001         1  file_extdata_find_ordered
   0.001         1  util_bsearch
   0.001         1  btree_leaf_get_first_object
   0.001         1  net_server_active_workers
   0.001         1  css_add_list@plt
   0.001         1  mmon_sub_stat
   0.001         1  lock_increment_class_granules
   0.001         1  file_partsect_set_bit
   0.001         1  disk_cache_lock_reserve_for_purpose
   0.001         1  __GI_fprintf
   0.001         1  vacuum_is_thread_vacuum
   0.001         1  spage_reduce_a_slot
   0.001         1  session_get_private_lru_idx@plt
   0.001         1  mht_put_new
   0.001         1  _itoa_word
   0.001         1  __GI___snprintf
   0.001         1  _IO_vsnprintf
   0.001         1  lock_notify_isolation_incons
   0.001         1  logtb_find_isolation
   0.001         1  oid_Serial_class_oid
   0.001         1  vacuum_data::upgrade_oldest_unvacuumed@plt
   0.001         1  __GI_epoll_ctl
   0.001         1  cubsocket::epoll::add_descriptor
   0.001         1  cubconn::connection::worker::start_connection_close
   0.001         1  lock_init_resource
   0.001         1  btree_unique_stats::is_zero
   0.001         1  cubthread::worker_pool::core::get_entry_manager@plt
   0.001         1  cubthread::entry::pop_resource_tracks
   0.001         1  lf_hash_delete_already_locked@plt
   0.001         1  pgbuf_assign_direct_victim
   0.001         1  cubbase::packet_buffer::push_for_send<>(cubbase::span<std::byte> const&)::{lambda(cubbase::span<std::byte> const&)#1}::operator()
   0.001         1  lock_unlock_object
   0.001         1  lock_uninit_entry
   0.001         1  sbtree_find_unique_internal
   0.001         1  logtb_set_tran_index_interrupt
   0.001         1  disk_reserve_from_cache_vols
   0.001         1  cubthread::worker_pool::get_task_stats
   0.001         1  tp_domain_find_charbit
   0.001         1  heap_unfix_watchers
   0.001         1  __localtime_r
   0.001         1  logtb_get_system_tdes@plt
   0.001         1  css_receive_request@plt
   0.001         1  css_prepare_shutdown_conn
   0.001         1  btree_node_header_redo_log@plt
   0.001         1  lock_compat
   0.001         1  or_find_diskattr
   0.001         1  or_get_attr_string
   0.001         1  or_pack_string_with_length
   0.001         1  lang_get_collation@plt
   0.001         1  heap_chnguess_clear
   0.001         1  __GI___fcntl
   0.001         1  __fcntl64_nocancel_adjusted
   0.001         1  css_open_new_socket_from_master
   0.001         1  std::_Function_handler<void (), ssession_find_or_create_session(cubthread::entry*, unsigned int, char*, int)::{lambda()#1}>::_M_invoke
   0.001         1  qfile_copy_list_id@plt
   0.001         1  qexec_get_xasl_list_id
   0.001         1  qfile_update_qlist_count
   0.001         1  thread_get_main_thread
   0.001         1  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>@plt
   0.001         1  boot_client_credential::unpack
   0.001         1  cubpacking::unpacker::unpack_string
   0.001         1  clientids::unpack
   0.001         1  sboot_notify_unregister_client
   0.001         1  cubconn::connection::coordinator::statistics_find_score_extremes
   0.001         1  cubconn::connection::context::reset
   0.001         1  cubconn::receiver::reset
   0.001         1  cubconn::connection::pool::retire_context
   0.001         1  mvcctable::next_trans_status_start
   0.001         1  mvcctable::complete_mvcc
   0.001         1  logtb_set_check_interrupt
   0.001         1  logwr_check_page_checksum
   0.001         1  std::deque<cubthread::task<cubthread::entry>*, std::allocator<cubthread::task<cubthread::entry>*> >::_M_push_back_aux<cubthread::task<cubthread::entry>* const&>
   0.001         1  btree_rv_read_keybuf_nocopy@plt
   0.001         1  log_rv_pack_redo_record_changes@plt
   0.001         1  hl_fixed_alloc@plt
   0.001         1  logtb_set_check_interrupt@plt
   0.001         1  pgbuf_has_any_non_vacuum_waiters
   0.001         1  log_does_allow_replication@plt
   0.001         1  vacuum_data_entry::is_available
   0.001         1  spage_save_space
   0.001         1  heap_rv_remove_flags_from_offset
   0.001         1  thread_suspend_timeout_wakeup_and_unlock_entry@plt
   0.001         1  spage_update@plt
   0.001         1  vacuum_read_advance_when_doesnt_fit
   0.001         1  or_get_oid
   0.001         1  or_unpack_btid@plt
   0.001         1  cubthread::entry::lock
   0.001         1  vacuum_heap_page@plt
   0.001         1  vacuum_master_task::is_task_queue_full@plt
   0.001         1  my_free
   0.001         1  oid_is_cached_class_oid
   0.001         1  tsc_elapsed_utime
   0.001         1  tp_infer_common_domain@plt
   0.001         1  heap_attrinfo_start@plt
   0.001         1  qmgr_is_allowed_result_cache
   0.001         1  pgbuf_is_any_thread_waiting_for_direct_victim
   0.001         1  pgbuf_direct_victims_maintenance
   0.001         1  cubmem::single_block_allocator::get_ptr
   0.001         1  memmove@plt
   0.001         1  cubconn::connection::coordinator::statistics_EWMA<cubconn::statistics::worker>@plt
   0.001         1  vacuum_job_cursor::is_loaded
