# 전체 on-CPU inclusive 함수 표 — 1840개 (컷오프 없음)
# denom = total_samples = 147236

  %total   samples  func
   0.023        34  spage_set_slot
   0.023        34  btree_leaf_is_flaged
   0.023        34  or_pack_btid@plt
   0.023        34  vacuum_compare_heap_object
   0.022        33  locator_update_force
   0.022        33  db_private_alloc_release
   0.022        33  lf_tran_end
   0.022        33  csect_enter_critical_section_as_reader
   0.022        33  pgbuf_get_lsa@plt
   0.022        33  log_zip_realloc_if_needed@plt
   0.022        33  fileio_set_page_lsa
   0.022        33  pgbuf_bcb_set_dirty
   0.022        33  logtb_is_interrupted_tdes
   0.022        33  pgbuf_get_vpid_ptr@plt
   0.022        33  heap_page_get_vacuum_status@plt
   0.022        33  heap_scancache_quick_start_internal
   0.022        33  or_get_short
   0.022        32  thread_get_manager
   0.022        32  spage_check_updatable
   0.022        32  heap_is_big_length
   0.022        32  scan_next_scan
   0.022        32  scan_next_scan_local
   0.022        32  heap_prepare_get_context@plt
   0.022        32  cubpl::get_session@plt
   0.022        32  btree_set_mvcc_header_ids_for_update@plt
   0.022        32  LZ4_isAligned
   0.022        32  prior_lsa_next_record@plt
   0.022        32  btree_insert_helper::btree_insert_helper@plt
   0.022        32  pgbuf_is_bcb_victimizable
   0.022        32  lf_tran_compute_minimum_transaction_id
   0.021        31  cubthread::daemon::register_stat_pause@plt
   0.021        31  cubbase::DMRBMemoryPool::is_in
   0.021        31  std::vector<cubbase::span<std::byte>, std::allocator<cubbase::span<std::byte> > >::_M_realloc_insert<std::byte*, unsigned long>
   0.021        31  tbb::detail::r1::cache_aligned_deallocate
   0.021        31  log_sysop_start@plt
   0.021        31  oid_check_cached_class_oid
   0.021        31  spage_max_record_size@plt
   0.020        30  vacuum_consume_buffer_log_blocks
   0.020        30  pgbuf_get_volume_id
   0.020        30  logtb_tran_update_btid_unique_stats@plt
   0.020        30  btree_read_record
   0.020        30  pr_index_writeval_disk_size@plt
   0.020        30  or_mvcc_get_header@plt
   0.020        30  heap_scancache_check_with_hfid
   0.020        29  tp_domain_resolve_default@plt
   0.020        29  std::_Function_handler<void (), css_enqueue_and_notify(cubconn::connection::worker::queue_type, cubconn::connection::worker::message&&, int)::{lambda()#1}>::_M_invoke
   0.020        29  prm_get_bool_value
   0.020        29  heap_get_class_name_alloc_if_diff@plt
   0.020        29  heap_get_class_info@plt
   0.020        29  LZ4_compressBound@plt
   0.020        29  cuberr::context::get_thread_local_context@plt
   0.020        29  spage_max_record_size
   0.020        29  spage_get_slot
   0.020        29  pthread_mutex_trylock@plt
   0.020        29  btree_unique_stats::get_key_count@plt
   0.020        29  lock_get_hash_value
   0.020        29  db_make_null
   0.019        28  logtb_find_tranid@plt
   0.019        28  pgbuf_unfix_all
   0.019        28  std::_Rb_tree<unsigned long, std::pair<unsigned long const, unsigned long>, std::_Select1st<std::pair<unsigned long const, unsigned long> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, unsigned long> > >::_M_emplace_unique<unsigned long&, unsigned long&>@plt
   0.019        28  heap_attrinfo_start_with_index@plt
   0.019        28  spage_number_of_records
   0.019        28  logtb_get_check_interrupt
   0.019        28  css_set_thread_info
   0.019        28  btree_find_oid_from_leaf
   0.018        27  heap_init_get_context
   0.018        27  pr_clear_value@plt
   0.018        27  or_get_domain@plt
   0.018        27  heap_clean_get_context@plt
   0.018        27  log_append_get_zip_undo
   0.018        27  cuberr::er_message::clear_message_area
   0.018        27  destroy_mspace_internal
   0.018        27  er_stack_pop
   0.018        27  btree_get_node_header@plt
   0.018        27  btree_delete_helper::btree_delete_helper
   0.018        26  log_append_undoredo_recdes2
   0.018        26  pr_type_from_id@plt
   0.018        26  locator_get_num_transient_classnames
   0.018        26  heap_attrvalue_locate
   0.018        26  __libc_enable_asynccancel
   0.018        26  log_prior_lsa_append_add_align
   0.018        26  log_append_get_zip_redo
   0.018        26  cubthread::lockfree_hashmap<lk_res_key, lk_res>::find_or_insert@plt
   0.018        26  heap_scancache_quick_start_root_hfid@plt
   0.018        26  cuberr::context::get_current_error_level
   0.017        25  css_send_reply_and_3_data_to_client
   0.017        25  cubthread::looper::setup_fixed_waits
   0.017        25  __pthread_cleanup_push
   0.017        25  logtb_find_current_tranid@plt
   0.017        25  er_stack_pop@plt
   0.017        25  or_chn@plt
   0.016        24  cubthread::waiter::wait_for@plt
   0.016        24  server_ping
   0.016        24  cuberr::er_message::clear_args@plt
   0.016        24  heap_scan_pb_lock_and_fetch
   0.016        24  log_append_undoredo_data@plt
   0.016        24  db_make_int
   0.016        24  spage_number_of_records@plt
   0.016        24  btree_unique_stats::insert_key_and_row@plt
   0.016        24  or_unpack_int@plt
   0.016        24  cubbase::DMRBMemoryPool::is_in@plt
   0.016        23  ATOMIC_INC_64<unsigned long, unsigned long long>
   0.016        23  xlocator_find_lockhint_class_oids
   0.016        23  heap_scancache::end_area
   0.016        23  cubconn::receiver::release@plt
   0.016        23  lock_object@plt
   0.016        23  cubconn::connection::worker::eventfd_handler@plt
   0.016        23  log_data_addr::log_data_addr@plt
   0.016        23  or_unpack_oid
   0.016        23  btree_split_next_pivot
   0.016        23  spage_get_free_space_without_saving@plt
   0.016        23  boot_find_root_heap@plt
   0.016        23  cuberr::context::get_current_error_level@plt
   0.016        23  pgbuf_ordered_unfix@plt
   0.016        23  pgbuf_replace_watcher@plt
   0.016        23  or_pack_btid
   0.016        23  btree_record_remove_insid
   0.015        22  log_append_undoredo_recdes
   0.015        22  cubconn::connection::worker::eventfd_clear@plt
   0.015        22  css_send_reply_and_data_to_client
   0.015        22  fetch_peek_dbval
   0.015        22  cubconn::connection::worker::handle_message_queue_by_index@plt
   0.015        22  heap_get_record_data_when_all_ready@plt
   0.015        22  cuberr::context::clear_current_error_level@plt
   0.015        22  css_traverse_list@plt
   0.015        22  btree_multicol_key_is_null@plt
   0.015        22  heap_attrvalue_locate@plt
   0.015        22  btree_unique_stats::is_zero@plt
   0.015        22  css_conn_entry::add_pending_request
   0.015        22  locator_free_copy_area
   0.015        22  cubbase::packet_buffer::clear@plt
   0.015        22  cubconn::connection::worker::handle_data_packet@plt
   0.014        21  cubsocket::epoll::wait@plt
   0.014        21  __condvar_confirm_wakeup
   0.014        21  cubthread::daemon::register_stat_execute@plt
   0.014        21  cubconn::receiver::get_result@plt
   0.014        21  std::_Function_handler<void (bool&, std::chrono::duration<long, std::ratio<1l, 1000000000l> >&), std::_Bind<void (cubthread::looper::*(std::reference_wrapper<cubthread::looper>, std::_Placeholder<1>, std::_Placeholder<2>))(bool&, std::chrono::duration<long, std::ratio<1l, 1000000000l> >&)> >::_M_invoke
   0.014        21  cubbase::DMRBMemoryPool::commit@plt
   0.014        21  std::vector<cubconn::connection::context*, std::allocator<cubconn::connection::context*> >::operator=
   0.014        21  csect_enter_critical_section
   0.014        21  cubconn::transmitter::push_for_deleter
   0.014        21  cubconn::connection::worker::handle_message_queue@plt
   0.014        21  pgbuf_set_lsa@plt
   0.014        21  btree_node_get_common_prefix
   0.014        21  db_network_page_size
   0.014        21  lf_hash_find_or_insert@plt
   0.014        21  or_rep_id@plt
   0.014        21  pgbuf_notify_vacuum_follows@plt
   0.014        21  log_is_in_crash_recovery
   0.014        21  cubthread::worker_pool::core::finished_task_notification
   0.014        21  cubconn::receiver::to_result@plt
   0.014        21  oid_check_cached_class_oid@plt
   0.014        21  btree_multicol_key_is_null
   0.014        20  csect_exit_critical_section
   0.014        20  qexec_end_one_iteration
   0.014        20  cubbase::packet_buffer::stamp_msghdr@plt
   0.014        20  locator_get_object
   0.014        20  cubbase::packet_buffer::clear
   0.014        20  css_conn_entry::start_request
   0.014        20  pgbuf_get_volume_id@plt
   0.014        20  css_conn_entry::end_working_task
   0.014        20  lf_hash_find_or_insert
   0.014        20  xtran_server_start_topop@plt
   0.014        20  heap_get_class_repr_id@plt
   0.014        20  btree_rv_mvcc_save_increments
   0.014        20  btree_get_disk_size_of_key
   0.013        19  cubthread::get_manager@plt
   0.013        19  dwb_file_sync_helper_execute
   0.013        19  __memalign
   0.013        19  catcls_update_instance
   0.013        19  db_private_free_release
   0.013        19  cubthread::looper::is_stopped@plt
   0.013        19  std::chrono::_V2::steady_clock::now@plt
   0.013        19  cubbase::packet_buffer::save_index@plt
   0.013        19  cubbase::packet_buffer::get_msghdr@plt
   0.013        19  vacuum_get_log_blockid@plt
   0.013        19  pgbuf_lru_add_bcb_to_top
   0.013        19  cubconn::connection::worker::handle_reception@plt
   0.013        19  cubconn::receiver::parse_packet@plt
   0.013        19  er_clear@plt
   0.013        19  init_bins
   0.013        19  heap_get_class_record@plt
   0.013        19  std::_Function_base::_Base_manager<css_send_reply_and_2_data_to_client(css_conn_entry*, unsigned int, char*, int, char*, int, char*, int, std::function<void ()>&&)::{lambda()#1}>::_M_manager
   0.013        19  pgbuf_get_page_id
   0.013        19  or_unpack_hfid
   0.012        18  pgbuf_flush_control_daemon_task::execute
   0.012        18  log_complete
   0.012        18  pgbuf_lru_boost_bcb
   0.012        18  pgbuf_get_tde_algorithm
   0.012        18  memset@plt
   0.012        18  locator_start_force_scan_cache@plt
   0.012        18  btree_get_disk_size_of_key@plt
   0.012        18  sendmsg@plt
   0.012        18  log_append_get_zip_redo@plt
   0.012        18  btree_unique_stats::get_null_count@plt
   0.012        18  heap_scancache::start_area
   0.012        18  mht_adjust_lru_list@plt
   0.012        18  cubconn::connection::worker::handle_header_packet@plt
   0.012        18  cuberr::er_message::clear_error
   0.012        17  cubthread::waiter::goto_sleep@plt
   0.012        17  locator_attribute_info_force
   0.012        17  sys_alloc
   0.012        17  heap_log_update_physical
   0.012        17  slocator_find_class_oid
   0.012        17  eval_data_filter
   0.012        17  tbb::detail::d2::internal_try_pop_impl<tbb::detail::d2::concurrent_queue_rep<cubconn::connection::worker::message, tbb::detail::d1::cache_aligned_allocator<cubconn::connection::worker::message> >, tbb::detail::d1::cache_aligned_allocator<tbb::detail::d2::concurrent_queue_rep<cubconn::connection::worker::message, tbb::detail::d1::cache_aligned_allocator<cubconn::connection::worker::message> > > >@plt
   0.012        17  cubthread::wp_worker_statset_time_and_increment@plt
   0.012        17  btree_unique_stats::btree_unique_stats
   0.012        17  heap_scancache_start_modify@plt
   0.012        17  std::vector<cubconn::connection::context*, std::allocator<cubconn::connection::context*> >::operator=@plt
   0.012        17  logtb_is_interrupted@plt
   0.012        17  LZ4_stream_t_alignment
   0.012        17  ~<lambda>
   0.012        17  or_unpack_hfid@plt
   0.012        17  operator delete[]
   0.012        17  heap_scancache::start_area@plt
   0.012        17  log_tdes::is_active_worker_transaction
   0.012        17  __errno_location
   0.012        17  cubconn::transmitter::push_for_deleter@plt
   0.012        17  cuberr::er_message::swap@plt
   0.012        17  cubthread::manager::push_task_on_core@plt
   0.012        17  heap_attrinfo_end@plt
   0.012        17  pgbuf_is_lsa_temporary@plt
   0.011        16  dwb_write_block
   0.011        16  dwb_flush_block
   0.011        16  db_mktime
   0.011        16  xlog_send_log_pages_to_client
   0.011        16  cubconn::connection::coordinator::get_monotonic_ns@plt
   0.011        16  epoll_wait@plt
   0.011        16  tbb::detail::r1::cache_aligned_deallocate@plt
   0.011        16  lock_get_class_lock@plt
   0.011        16  destroy_mspace
   0.011        16  cubpl::session::is_sp_running@plt
   0.011        16  cubbase::packet_buffer::stamp_msghdr
   0.011        16  css_conn_entry::set_tran_index
   0.011        16  locator_repl_prepare_force
   0.011        16  css_set_thread_info@plt
   0.011        16  spage_find_free_slot@plt
   0.011        16  cubthread::entry::end_resource_tracks@plt
   0.011        16  tp_init_value_domain
   0.011        16  btree_unique_stats::insert_key_and_row
   0.011        16  db_value_domain_init@plt
   0.011        16  cubconn::connection::worker::wakeup_blocked_worker@plt
   0.011        16  btree_generate_prefix_domain
   0.011        16  css_conn_entry::set_tran_index@plt
   0.011        16  cubconn::connection::worker::handle_connection_close
   0.011        16  cubconn::connection::worker::handle_message_queue_shutdown_client
   0.011        16  btree_delete_helper::btree_delete_helper@plt
   0.010        15  pthread_cond_timedwait@plt
   0.010        15  vacuum_job_cursor::load
   0.010        15  qexec_generate_tuple_descriptor
   0.010        15  eval_pred
   0.010        15  recv@plt
   0.010        15  cuberr::context::pop_error_stack_and_destroy@plt
   0.010        15  log_append_undo_data2@plt
   0.010        15  cub_free@plt
   0.010        15  css_conn_entry::get_tran_index
   0.010        15  disk_stab_iterate_units
   0.010        15  pgbuf_add_watch_instance_internal
   0.010        15  mmon_is_memory_monitor_enabled
   0.010        15  cuberr::er_message::clear_args
   0.010        15  cubthread::entry::release_packet@plt
   0.010        15  heap_prepare_object_page@plt
   0.010        15  btree_rv_save_keyval_for_undo@plt
   0.010        15  css_find_and_remove_wait_queue_entry
   0.010        15  btree_rv_read_keybuf_nocopy
   0.010        14  xlocator_fetch_lockhint_classes
   0.010        14  catcls_insert_instance
   0.010        14  lf_hash_iterate
   0.010        14  heap_update_logical
   0.010        14  qdata_generate_tuple_desc_for_valptr_list
   0.010        14  db_private_alloc_release@plt
   0.010        14  cubbase::DMRBMemoryPool::commit
   0.010        14  logtb_get_new_tran_id
   0.010        14  write@plt
   0.010        14  fileio_compensate_flush
   0.010        14  cubthread::manager::push_task_on_core
   0.010        14  cubconn::transmitter::clear@plt
   0.010        14  locator_repl_get_key_value
   0.010        14  cubconn::connection::worker::push_task_into_worker_pool@plt
   0.010        14  log_is_in_crash_recovery@plt
   0.010        14  lock_check_escalate
   0.010        14  css_receive_data@plt
   0.010        14  heap_attrvalue_get_key@plt
   0.010        14  logtb_tran_find_btid_stats@plt
   0.010        14  btree_glean_root_header_info@plt
   0.010        14  lock_get_new_entry
   0.010        14  vacuum_is_mvccid_vacuumed
   0.010        14  css_receive_data_from_client@plt
   0.010        14  pgbuf_ordered_set_dirty_and_free@plt
   0.010        14  std::_Function_handler<void (), slocator_repl_force(cubthread::entry*, unsigned int, char*, int)::{lambda()#1}>::_M_invoke
   0.010        14  heap_classrepr_entry_remove_from_LRU
   0.010        14  er_set_internal
   0.010        14  vacuum_read_log_aligned
   0.009        13  fileio_flush_control_add_tokens
   0.009        13  locator_allocate_copy_area_by_attr_info
   0.009        13  locator_update_index
   0.009        13  __tz_convert
   0.009        13  scan_next_heap_scan
   0.009        13  logtb_clear_tdes
   0.009        13  locator_pack_copy_area_descriptor
   0.009        13  heap_insert_logical@plt
   0.009        13  tp_domain_disk_size@plt
   0.009        13  css_set_net_header
   0.009        13  css_conn_entry::get_tran_index@plt
   0.009        13  btree_rv_mvcc_save_increments@plt
   0.009        13  std::_Function_base::_Base_manager<slocator_repl_force(cubthread::entry*, unsigned int, char*, int)::{lambda()#1}>::_M_manager
   0.009        13  oid_is_serial
   0.009        13  logtb_find_client_type@plt
   0.009        13  log_tdes::on_sysop_end@plt
   0.009        13  logtb_is_tran_modification_disabled@plt
   0.009        13  cuberr::er_message::~er_message@plt
   0.009        13  disk_stab_unit_reserve
   0.009        13  mht_adjust_lru_list
   0.009        13  cubconn::master::connector::request_new_client
   0.009        13  vacuum_is_file_dropped
   0.008        12  heap_get_visible_version_internal
   0.008        12  cubthread::waiter::goto_sleep
   0.008        12  heap_attrinfo_transform_to_disk_internal
   0.008        12  cubthread::looper::is_stopped
   0.008        12  mspace_malloc@plt
   0.008        12  __tzfile_compute
   0.008        12  cubthread::get_manager
   0.008        12  xlocator_find_class_oid
   0.008        12  vacuum_master_task::check_shutdown
   0.008        12  fetch_peek_arith
   0.008        12  cubconn::connection::worker::handle_packet
   0.008        12  locator_lock_and_get_object_internal
   0.008        12  prior_lsa_next_record
   0.008        12  cubbase::packet_buffer::save_index
   0.008        12  cubconn::transmitter::stamp
   0.008        12  btree_split_root
   0.008        12  log_tdes::lock_topop@plt
   0.008        12  cuberr::context::get_thread_local_error@plt
   0.008        12  heap_compare_vpid
   0.008        12  __GI___pthread_mutex_init
   0.008        12  cubthread::worker_pool::core::worker::get_new_task@plt
   0.008        12  heap_get_class_name@plt
   0.008        12  pgbuf_set_page_ptype
   0.008        12  locator_end_force_scan_cache
   0.008        12  cuberr::er_message::clear_message_area@plt
   0.008        12  file_table_add_full_sector
   0.008        12  spage_find_slot_for_insert
   0.008        12  css_return_queued_request@plt
   0.008        12  PGBUF_THREAD_HAS_PRIVATE_LRU
   0.008        12  btree_record_object_is_flagged
   0.008        12  er_log
   0.007        11  oldest_active_get
   0.007        11  pgbuf_flush_if_requested
   0.007        11  cubthread::daemon::pause
   0.007        11  __tzset
   0.007        11  __tzfile_read
   0.007        11  tzset_internal
   0.007        11  __GI_timelocal
   0.007        11  ATOMIC_INC_64<long, int>
   0.007        11  catalog_get_representation
   0.007        11  thread_wakeup_already_had_mutex
   0.007        11  __tzset_parse_tz
   0.007        11  cubthread::waiter::run
   0.007        11  cubconn::receiver::drain@plt
   0.007        11  css_push_server_task@plt
   0.007        11  file_alloc@plt
   0.007        11  cubpl::session::is_thread_involved@plt
   0.007        11  log_get_parent_lsa_system_op@plt
   0.007        11  log_skip_logging
   0.007        11  xtran_server_end_topop@plt
   0.007        11  db_value_put_null
   0.007        11  or_replace_rep_id
   0.007        11  cubconn::receiver::to_result
   0.007        11  __bswap_16
   0.007        11  css_is_request_aborted@plt
   0.007        11  btree_mvcc_info_from_heap_mvcc_header@plt
   0.007        11  css_conn_entry::release_packet@plt
   0.007        11  strlen@plt
   0.007        11  log_rv_pack_redo_record_changes
   0.007        11  btree_remove_mvccid
   0.007        10  vacuum_job_cursor::search
   0.007        10  _xstat
   0.007        10  heap_scan_cache_allocate_area
   0.007        10  heap_scancache::reserve_area
   0.007        10  cubthread::worker_pool::core::worker::assign_task@plt
   0.007        10  db_value_put_null@plt
   0.007        10  vacuum_data_mark_finished
   0.007        10  qexec_clear_xasl
   0.007        10  cubconn::receiver::receive_in_tmpsize
   0.007        10  qexec_next_scan_block
   0.007        10  std::_Function_base::_Base_manager<css_enqueue_and_notify(cubconn::connection::worker::queue_type, cubconn::connection::worker::message&&, int)::{lambda()#1}>::_M_manager
   0.007        10  css_find_and_remove_wait_queue_entry@plt
   0.007        10  cubthread::worker_pool::core::worker::execute_current_task@plt
   0.007        10  tbb::detail::r1::std_cache_aligned_allocate
   0.007        10  pthread_cond_signal@plt
   0.007        10  cubconn::connection::coordinator::handle_message_queue_return_to_pool
   0.007        10  LZ4_read16
   0.007        10  heap_attrinfo_clear_dbvalues@plt
   0.007        10  heap_scancache_end_modify@plt
   0.007        10  or_unpack_oid@plt
   0.007        10  css_send_reply_and_2_data_to_client@plt
   0.007        10  log_data_addr::log_data_addr
   0.007        10  spage_get_free_space_without_saving
   0.007        10  heap_get_class_name
   0.007        10  log_append_get_zip_undo@plt
   0.007        10  file_partsect_alloc
   0.007        10  LSA_LE
   0.007        10  LOG_PRIOR_LSA_LAST_APPEND_OFFSET
   0.007        10  heap_scancache::end_area@plt
   0.007        10  spage_saving_Ts
   0.007        10  file_perm_expand
   0.007        10  cubconn::receiver::parse_size@plt
   0.007        10  spage_check_record_for_insert
   0.007        10  cubconn::connection::coordinator::notify@plt
   0.007        10  pgbuf_unfix_all@plt
   0.007        10  btree_or_get_object
   0.007        10  thread_unlock_entry
   0.006         9  cubconn::connection::coordinator::handle_message_queue@plt
   0.006         9  heap_scancache::assign_recdes_to_area
   0.006         9  __pthread_cleanup_pop
   0.006         9  __condvar_release_lock
   0.006         9  cubconn::connection::worker::enqueue_and_notify@plt
   0.006         9  css_server_task::~css_server_task
   0.006         9  csect_check_own
   0.006         9  logtb_get_current_tran_index@plt
   0.006         9  er_is_initialized
   0.006         9  file_log_fhead_alloc
   0.006         9  logpb_set_dirty@plt
   0.006         9  cubconn::receiver::receive@plt
   0.006         9  bit64_count_trailing_zeros@plt
   0.006         9  heap_get_last_page
   0.006         9  check_supplemental_log
   0.006         9  locator_add_or_remove_index
   0.006         9  pgbuf_set_tde_algorithm
   0.006         9  cubthread::entry_manager::on_recycle
   0.006         9  file_get_type@plt
   0.006         9  cubconn::connection::worker::handle_command_header_packet@plt
   0.006         9  heap_init_get_context@plt
   0.006         9  cubsync::critical_section_tracker::on_enter_as_writer
   0.006         9  pgbuf_get_page_id@plt
   0.006         9  logtb_find_wait_msecs@plt
   0.006         9  perfmon_destroy_parallel_stats@plt
   0.006         9  or_unpack_mem_value@plt
   0.006         9  pgbuf_check_bcb_page_vpid
   0.006         9  session_get_pl_session@plt
   0.006         9  pgbuf_unlock_page
   0.006         9  heap_classrepr_free@plt
   0.006         9  pgbuf_should_move_private_to_shared
   0.006         9  log_skip_logging@plt
   0.006         9  log_system_tdes::get_tdes
   0.006         9  btree_find_oid_does_mvcc_info_match
   0.005         8  heap_attrinfo_start
   0.005         8  heap_next_internal
   0.005         8  heap_next
   0.005         8  vacuum_job_cursor::unload
   0.005         8  logtb_complete_mvcc
   0.005         8  heap_scancache_block_allocate
   0.005         8  cubmem::single_block_allocator::reserve
   0.005         8  std::vector<std::pair<unsigned long, cubconn::statistics::metrics<cubconn::statistics::context, unsigned long> >, std::allocator<std::pair<unsigned long, cubconn::statistics::metrics<cubconn::statistics::context, unsigned long> > > >::reserve
   0.005         8  std::_Function_handler<void (cubthread::entry&), void (*)(cubthread::entry&)>::_M_invoke
   0.005         8  qexec_next_scan_block_iterations
   0.005         8  db_private_get_heapid_from_thread
   0.005         8  cubsync::critical_section_tracker::on_enter_as_reader
   0.005         8  PRIM_SET_NULL
   0.005         8  heap_get_mvcc_header@plt
   0.005         8  LOG_CS_OWN
   0.005         8  heap_attrinfo_access@plt
   0.005         8  thread_get_tran_entry
   0.005         8  heap_scancache_end@plt
   0.005         8  hl_lea_free@plt
   0.005         8  cubbase::DMRBMemoryPool::buffer@plt
   0.005         8  cubthread::worker_pool::core::check_worker_not_available@plt
   0.005         8  cubconn::connection::coordinator::eventfd_clear@plt
   0.005         8  btree_initialize_new_page
   0.005         8  pgbuf_bcb_is_dirty
   0.005         8  logtb_is_active@plt
   0.005         8  pgbuf_bcb_is_async_flush_request
   0.005         8  locator_start_force_scan_cache
   0.005         8  std::vector<cubbase::span<std::byte>, std::allocator<cubbase::span<std::byte> > >::_M_realloc_insert<std::byte*, int>@plt
   0.005         8  xlogtb_reset_wait_msecs@plt
   0.005         8  btree_is_insert_object_purpose
   0.005         8  spage_initialize@plt
   0.005         8  spage_number_of_slots
   0.005         8  heap_scancache_end_modify
   0.005         8  locator_send_copy_area@plt
   0.005         8  db_clear_private_heap
   0.005         8  logpb_get_memsize@plt
   0.005         8  log_append_undoredo_data2@plt
   0.005         8  bit64_count_trailing_ones
   0.005         8  locator_unpack_copy_area_descriptor@plt
   0.005         8  cubthread::entry::pop_resource_tracks@plt
   0.005         8  css_count_transaction_worker_threads
   0.005         8  <lambda>
   0.005         7  dwb_file_sync_helper
   0.005         7  cubconn::connection::coordinator::handle_message_queue_statistics
   0.005         7  cubthread::waiter::run@plt
   0.005         7  vacuum_job_cursor::force_data_update@plt
   0.005         7  fpcache_remove_by_class
   0.005         7  catalog_update
   0.005         7  heap_scancache::alloc_area
   0.005         7  or_get_value
   0.005         7  heap_update_home
   0.005         7  _IO_vsscanf
   0.005         7  __GI_sscanf
   0.005         7  parse_offset
   0.005         7  heap_get_class_oid_from_page
   0.005         7  vacuum_data::is_empty
   0.005         7  cubthread::callable_task<cubthread::entry>::execute
   0.005         7  tbb::detail::d2::internal_try_pop_impl<tbb::detail::d2::concurrent_queue_rep<cubconn::connection::coordinator::message, tbb::detail::d1::cache_aligned_allocator<cubconn::connection::coordinator::message> >, tbb::detail::d1::cache_aligned_allocator<tbb::detail::d2::concurrent_queue_rep<cubconn::connection::coordinator::message, tbb::detail::d1::cache_aligned_allocator<cubconn::connection::coordinator::message> > > >@plt
   0.005         7  logpb_compute_page_checksum
   0.005         7  cubthread::worker_pool::core::finished_task_notification@plt
   0.005         7  log_append_undo_crumbs@plt
   0.005         7  er_stack_push@plt
   0.005         7  mht_rem@plt
   0.005         7  LOG_APPEND_PTR@plt
   0.005         7  css_set_net_header@plt
   0.005         7  destroy_mspace@plt
   0.005         7  pgbuf_get_lsa
   0.005         7  cubthread::entry::release_packet
   0.005         7  spage_get_space_for_record@plt
   0.005         7  std::vector<cubbase::span<std::byte>, std::allocator<cubbase::span<std::byte> > >::_M_realloc_insert<std::byte*&, unsigned long>@plt
   0.005         7  locator_end_force_scan_cache@plt
   0.005         7  logtb_get_check_interrupt@plt
   0.005         7  locator_savepoint_transient_class_name_entries@plt
   0.005         7  or_pack_int
   0.005         7  css_request_release_packet@plt
   0.005         7  cubconn::connection::worker::wakeup_blocked_worker
   0.005         7  btree_or_get_mvccinfo
   0.005         7  btree_perf_track_time<btree_delete_helper>
   0.005         7  spage_get_free_space
   0.005         7  vacuum_heap_get_hfid_and_file_type
   0.004         6  heap_scan_get_visible_version
   0.004         6  logwr_write_end
   0.004         6  cubconn::connection::coordinator::statistics_update_connection
   0.004         6  stran_server_commit_internal
   0.004         6  xcache_invalidate_entries
   0.004         6  catcls_reorder_attributes_by_repr
   0.004         6  catcls_update_catalog_classes
   0.004         6  catcls_get_or_value_from_record
   0.004         6  cubthread::waiter::wakeup
   0.004         6  tbb::detail::r1::cache_aligned_allocate@plt
   0.004         6  __GI__IO_vfscanf
   0.004         6  mr_readval_string_internal
   0.004         6  or_unpack_value
   0.004         6  qexec_clear_access_spec_list
   0.004         6  cubmem::single_block_allocator::single_block_allocator
   0.004         6  sqmgr_prepare_query
   0.004         6  css_receive_request
   0.004         6  cubconn::connection::worker::handle_packet@plt
   0.004         6  memalign@plt
   0.004         6  db_network_page_size@plt
   0.004         6  spage_delete
   0.004         6  std::vector<cubbase::span<std::byte>, std::allocator<cubbase::span<std::byte> > >::_M_realloc_insert<std::byte*, unsigned long>@plt
   0.004         6  cuberr::context::push_error_stack@plt
   0.004         6  pgbuf_set_tde_algorithm@plt
   0.004         6  prior_update_header_mvcc_info
   0.004         6  cuberr::er_message::er_message@plt
   0.004         6  log_tdes::on_sysop_start@plt
   0.004         6  pgbuf_bcb_check_and_reset_fix_and_avoid_dealloc
   0.004         6  db_value_domain_type
   0.004         6  logtb_find_current_tranid
   0.004         6  or_put_data
   0.004         6  perfmon_is_perf_tracking_and_active
   0.004         6  thread_get_entry_index
   0.004         6  spage_get_slot@plt
   0.004         6  mht_put_new@plt
   0.004         6  css_add_queue_entry@plt
   0.004         6  cubthread::check_not_single_thread@plt
   0.004         6  log_diff@plt
   0.004         6  css_remove_list_from_head@plt
   0.004         6  lf_hash_find@plt
   0.004         6  lf_stack_pop@plt
   0.004         6  btree_node_header_undo_log
   0.004         6  session_get_private_lru_idx
   0.004         6  btree_get_max_new_data_size
   0.004         6  mht_rem2@plt
   0.004         6  pgbuf_wakeup
   0.003         5  pgbuf_thread_variables_init@plt
   0.003         5  xbtree_find_unique
   0.003         5  mr_data_readval_string
   0.003         5  cubmem::standard_dealloc
   0.003         5  std::_Function_handler<void (cubmem::block&), void (*)(cubmem::block&)>::_M_invoke
   0.003         5  perfmon_add_at_offset
   0.003         5  pgbuf_get_groupid_and_unfix
   0.003         5  cubconn::connection::worker::ha_close_all_connections
   0.003         5  is_terminated_process
   0.003         5  eval_value_rel_cmp
   0.003         5  qexec_start_mainblock_iterations
   0.003         5  vacuum_consume_buffer_log_blocks@plt
   0.003         5  scan_start_scan
   0.003         5  __pthread_cond_broadcast
   0.003         5  cubpl::server_monitor_task::do_monitor
   0.003         5  tp_infer_common_domain
   0.003         5  vacuum_shutdown_sequence::check_shutdown_request
   0.003         5  cubconn::connection::worker::purge_stale_contexts@plt
   0.003         5  hl_clear_lea_heap@plt
   0.003         5  oid_is_serial@plt
   0.003         5  css_return_queued_error@plt
   0.003         5  pgbuf_set_page_ptype@plt
   0.003         5  bit64_set
   0.003         5  lock_alloc_entry
   0.003         5  log_sysop_end_logical_undo@plt
