# 전체 on-CPU inclusive 함수 표 — 1615개 (컷오프 없음)
# denom = total_samples = 126337

  %total   samples  func
   0.021        27  logtb_get_current_tran_index@plt
   0.021        26  tsc_elapsed_time_usec@plt
   0.021        26  std::_Rb_tree_increment
   0.021        26  heap_prepare_get_context@plt
   0.021        26  heap_get_class_info@plt
   0.021        26  er_stack_pop@plt
   0.021        26  heap_scancache::reserve_area@plt
   0.021        26  destroy_mspace_internal
   0.021        26  logtb_get_current_mvccid@plt
   0.021        26  logtb_find_current_tran_lsa
   0.021        26  cubthread::worker_pool::core::free_all_temp_list
   0.021        26  heap_scancache_quick_start_internal
   0.021        26  cubconn::master::connector::request_new_client
   0.021        26  vacuum_process_log_record
   0.020        25  xlog_send_log_pages_to_client
   0.020        25  cubbase::DMRBMemoryPool::is_in@plt
   0.020        25  __tzset
   0.020        25  __GI_timelocal
   0.020        25  tzset_internal
   0.020        25  log_sysop_end_begin
   0.020        25  __libc_enable_asynccancel
   0.020        25  pgbuf_notify_vacuum_follows
   0.020        25  read@plt
   0.020        25  db_network_page_size
   0.020        25  pgbuf_get_vpid_ptr
   0.020        25  cubsocket::epoll::wait@plt
   0.020        25  er_stack_pop
   0.020        25  locator_free_copy_area
   0.020        25  lf_tran_compute_minimum_transaction_id
   0.019        24  scan_next_scan
   0.019        24  xlocator_find_class_oid
   0.019        24  __tzfile_read
   0.019        24  cuberr::context::get_current_error_level
   0.019        24  heap_scancache_quick_start_root_hfid@plt
   0.019        24  heap_prepare_object_page@plt
   0.019        24  cubconn::connection::coordinator::get_monotonic_ns@plt
   0.019        24  db_private_alloc_release@plt
   0.019        24  spage_compare_slot_offset
   0.019        24  LSA_SET_NULL
   0.019        24  db_private_free_release
   0.019        24  oid_is_serial
   0.019        24  or_mvcc_get_repid_and_flags
   0.019        24  logtb_find_tranid@plt
   0.019        24  btree_generate_prefix_domain
   0.019        24  cubmem::single_block_allocator::get_ptr
   0.019        24  __lll_unlock_wake_private
   0.018        23  scan_next_scan_local
   0.018        23  tbb::detail::r1::cache_aligned_deallocate
   0.018        23  tbb::detail::r1::cache_aligned_deallocate@plt
   0.018        23  _xstat
   0.018        23  cubconn::receiver::release@plt
   0.018        23  lf_stack_pop@plt
   0.018        23  heap_attrinfo_read_dbvalues@plt
   0.018        23  or_get_data
   0.018        23  vacuum_is_mvccid_vacuumed
   0.018        23  logtb_find_current_mvccid
   0.018        23  log_prior_lsa_append_advance_when_doesnot_fit
   0.018        23  sysmalloc
   0.017        22  server_ping
   0.017        22  operator new[]
   0.017        22  or_mvcc_get_repid_and_flags@plt
   0.017        22  cuberr::context::get_thread_local_context@plt
   0.017        22  cuberr::er_message::clear_error
   0.017        22  heap_attrvalue_locate
   0.017        22  btree_node_number_of_keys@plt
   0.017        22  lf_hash_find_or_insert@plt
   0.017        22  log_tdes::is_active_worker_transaction
   0.017        22  pthread_mutex_trylock@plt
   0.017        22  logtb_get_check_interrupt@plt
   0.017        22  heap_is_big_length@plt
   0.017        22  heap_is_big_length
   0.017        22  tp_domain_resolve_default@plt
   0.017        21  xlocator_find_lockhint_class_oids
   0.017        21  __condvar_release_lock
   0.017        21  locator_get_object
   0.017        21  __gthread_mutex_lock
   0.017        21  vacuum_is_mvccid_vacuumed@plt
   0.017        21  pr_type_from_id@plt
   0.017        21  logtb_find_current_isolation@plt
   0.017        21  heap_get_class_record@plt
   0.017        21  db_value_domain_init@plt
   0.017        21  log_sysop_start@plt
   0.017        21  cuberr::er_message::swap@plt
   0.017        21  log_tdes::is_system_transaction
   0.017        21  cubbase::DMRBMemoryPool::is_in
   0.017        21  cubmem::single_block_allocator::get_size@plt
   0.017        21  cubconn::connection::worker::handle_header_packet@plt
   0.017        21  ATOMIC_CAS_ADDR<pgbuf_bcb>
   0.016        20  css_conn_entry::set_tran_index@plt
   0.016        20  std::_Rb_tree_insert_and_rebalance@plt
   0.016        20  cubpl::get_session@plt
   0.016        20  cuberr::context::clear_current_error_level@plt
   0.016        20  cuberr::context::pop_error_stack_and_destroy@plt
   0.016        20  pgbuf_lru_add_bcb_to_top
   0.016        20  logtb_find_current_tran_lsa@plt
   0.016        20  cub_free@plt
   0.016        20  log_tdes::is_active_worker_transaction@plt
   0.016        20  or_replace_chn@plt
   0.016        20  xtran_server_end_topop@plt
   0.015        19  std::_Function_handler<void (bool&, std::chrono::duration<long, std::ratio<1l, 1000000000l> >&), std::_Bind<void (cubthread::looper::*(std::reference_wrapper<cubthread::looper>, std::_Placeholder<1>, std::_Placeholder<2>))(bool&, std::chrono::duration<long, std::ratio<1l, 1000000000l> >&)> >::_M_invoke
   0.015        19  __condvar_confirm_wakeup
   0.015        19  cubthread::daemon::register_stat_pause@plt
   0.015        19  cubthread::worker_pool::core::worker::get_new_task@plt
   0.015        19  cubthread::worker_pool::core::finished_task_notification
   0.015        19  log_sysop_get_tran_index_and_tdes
   0.015        19  cubconn::connection::worker::handle_message_queue_by_index@plt
   0.015        19  cubconn::connection::worker::eventfd_clear@plt
   0.015        19  er_is_initialized
   0.015        19  lock_get_class_lock@plt
   0.015        19  LOG_APPEND_PTR
   0.015        19  spage_max_record_size@plt
   0.015        19  heap_scancache::start_area@plt
   0.015        19  boot_find_root_heap@plt
   0.015        19  heap_attrvalue_get_key@plt
   0.014        18  pthread_cond_timedwait@plt
   0.014        18  sqmgr_prepare_query
   0.014        18  cubthread::waiter::wait_for@plt
   0.014        18  cubthread::daemon::pause@plt
   0.014        18  xlocator_fetch_lockhint_classes
   0.014        18  cubbase::DMRBMemoryPool::buffer@plt
   0.014        18  css_conn_entry::set_tran_index
   0.014        18  cubconn::transmitter::clear@plt
   0.014        18  cuberr::context::get_current_error_level@plt
   0.014        18  cubconn::transmitter::stamp
   0.014        18  logtb_find_client_type@plt
   0.014        18  pgbuf_ordered_unfix@plt
   0.014        18  oid_is_serial@plt
   0.014        18  std::_Function_base::_Base_manager<slocator_repl_force(cubthread::entry*, unsigned int, char*, int)::{lambda()#1}>::_M_manager
   0.014        18  pgbuf_get_page_ptype
   0.014        18  pgbuf_bcb_register_hit_for_lru
   0.014        18  lf_hash_find@plt
   0.014        18  prior_lsa_copy_redo_crumbs_to_node
   0.013        17  cubthread::daemon::register_stat_execute@plt
   0.013        17  ATOMIC_INC_64<unsigned long, unsigned long long>
   0.013        17  pgbuf_flush_control_daemon_task::execute
   0.013        17  pgbuf_flush_if_requested
   0.013        17  __pthread_cleanup_push
   0.013        17  cubbase::DMRBMemoryPool::commit@plt
   0.013        17  css_send_reply_and_3_data_to_client
   0.013        17  sendmsg@plt
   0.013        17  css_traverse_list@plt
   0.013        17  cubbase::packet_buffer::stamp_msghdr@plt
   0.013        17  cubthread::worker_pool::core::worker::finish_run
   0.013        17  cubmem::single_block_allocator::reserve@plt
   0.013        17  log_tdes::is_system_transaction@plt
   0.013        17  std::vector<cubconn::connection::context*, std::allocator<cubconn::connection::context*> >::operator=
   0.013        17  heap_attrvalue_locate@plt
   0.013        17  or_mvcc_set_log_lsa_to_record@plt
   0.013        17  mvcc_satisfies_delete
   0.013        17  log_append_undoredo_crumbs@plt
   0.013        17  ~<lambda>
   0.013        17  tp_init_value_domain
   0.013        17  logtb_is_active@plt
   0.013        17  locator_repl_get_key_value
   0.013        17  log_prior_lsa_append_align
   0.013        17  std::_Rb_tree<unsigned long, std::pair<unsigned long const, unsigned long>, std::_Select1st<std::pair<unsigned long const, unsigned long> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, unsigned long> > >::_M_emplace_unique<unsigned long&, unsigned long&>@plt
   0.013        17  spage_set_slot
   0.013        17  locator_update_index@plt
   0.013        17  er_set_internal
   0.013        16  dwb_file_sync_helper_execute
   0.013        16  cubthread::looper::put_to_sleep@plt
   0.013        16  cubthread::looper::setup_fixed_waits
   0.013        16  __tz_convert
   0.013        16  cubthread::entry_manager::retire_context
   0.013        16  cuberr::context::deregister_thread_local
   0.013        16  cuberr::context::clear_stack
   0.013        16  cuberr::context::clear_all_levels
   0.013        16  lf_hash_find_or_insert
   0.013        16  cuberr::er_message::clear_args
   0.013        16  lf_freelist_claim@plt
   0.013        16  btree_or_get_object
   0.013        16  heap_scancache::alloc_area@plt
   0.013        16  operator delete[]
   0.013        16  heap_attrinfo_start_with_index@plt
   0.013        16  xtran_server_start_topop@plt
   0.013        16  pgbuf_lru_adjust_zones
   0.013        16  pgbuf_get_shared_lru_index_for_add
   0.012        15  std::chrono::_V2::steady_clock::now@plt
   0.012        15  cubthread::worker_pool::core::worker::execute_current_task@plt
   0.012        15  hl_lea_alloc@plt
   0.012        15  log_append_get_zip_redo@plt
   0.012        15  __memalign
   0.012        15  or_get_domain@plt
   0.012        15  css_find_and_remove_wait_queue_entry
   0.012        15  pgbuf_get_tde_algorithm@plt
   0.012        15  LZ4_stream_t_alignment
   0.012        15  heap_get_visible_version@plt
   0.012        15  or_unpack_hfid
   0.012        15  locator_get_num_transient_classnames
   0.012        15  std::_Function_handler<void (), slocator_repl_force(cubthread::entry*, unsigned int, char*, int)::{lambda()#1}>::_M_invoke
   0.012        15  std::vector<cubconn::connection::context*, std::allocator<cubconn::connection::context*> >::operator=@plt
   0.012        15  LZ4_read16
   0.012        15  or_chn@plt
   0.012        15  heap_scancache::assign_recdes_to_area@plt
   0.011        14  cubthread::waiter::goto_sleep@plt
   0.011        14  spage_max_record_size
   0.011        14  cubthread::entry::end_resource_tracks@plt
   0.011        14  tbb::detail::d2::internal_try_pop_impl<tbb::detail::d2::concurrent_queue_rep<cubconn::connection::worker::message, tbb::detail::d1::cache_aligned_allocator<cubconn::connection::worker::message> >, tbb::detail::d1::cache_aligned_allocator<tbb::detail::d2::concurrent_queue_rep<cubconn::connection::worker::message, tbb::detail::d1::cache_aligned_allocator<cubconn::connection::worker::message> > > >@plt
   0.011        14  lock_get_new_entry
   0.011        14  or_unpack_oid@plt
   0.011        14  cubbase::DMRBMemoryPool::commit
   0.011        14  logtb_find_current_mvccid@plt
   0.011        14  btree_mvcc_info_to_heap_mvcc_header
   0.011        14  cubbase::packet_buffer::clear@plt
   0.011        14  LOG_PRIOR_LSA_LAST_APPEND_OFFSET@plt
   0.011        14  btree_multicol_key_is_null
   0.011        14  locator_lock_and_get_object_with_evaluation@plt
   0.011        14  btree_glean_root_header_info@plt
   0.011        14  cubconn::connection::worker::eventfd_handler@plt
   0.011        14  cubbase::packet_buffer::clear
   0.011        14  cubconn::connection::worker::handle_message_queue@plt
   0.011        14  er_log
   0.010        13  epoll_wait@plt
   0.010        13  cubconn::receiver::get_result@plt
   0.010        13  thread_get_manager
   0.010        13  cubconn::transmitter::push_for_deleter
   0.010        13  recv@plt
   0.010        13  cubthread::wp_worker_statset_time_and_increment@plt
   0.010        13  cubconn::connection::worker::wakeup_blocked_worker@plt
   0.010        13  or_pack_int@plt
   0.010        13  prior_lsa_alloc_and_copy_crumbs@plt
   0.010        13  locator_end_force_scan_cache
   0.010        13  css_set_thread_info@plt
   0.010        13  or_mvcc_get_header@plt
   0.010        13  thread_get_tran_entry
   0.010        13  or_unpack_int@plt
   0.010        13  or_unpack_hfid@plt
   0.010        13  mvcc_active_tran::mvcc_active_tran@plt
   0.010        13  locator_pack_copy_area_descriptor
   0.010        13  strlen@plt
   0.010        13  pgbuf_bcb_is_direct_victim
   0.010        13  cubbase::packet_buffer::get_msghdr@plt
   0.010        13  cubconn::connection::coordinator::notify@plt
   0.010        13  spage_number_of_records
   0.010        13  mspace_free@plt
   0.010        13  css_count_transaction_worker_threads
   0.009        12  __tzfile_compute
   0.009        12  scan_next_heap_scan
   0.009        12  csect_enter_critical_section_as_reader
   0.009        12  css_find_and_remove_wait_queue_entry@plt
   0.009        12  cubbase::packet_buffer::save_index@plt
   0.009        12  cubthread::entry::pop_resource_tracks@plt
   0.009        12  logtb_get_mvcc_snapshot@plt
   0.009        12  cubmem::single_block_allocator::get_ptr@plt
   0.009        12  log_diff@plt
   0.009        12  or_replace_chn
   0.009        12  logtb_is_tran_modification_disabled@plt
   0.009        12  log_get_parent_lsa_system_op@plt
   0.009        12  pgbuf_replace_watcher@plt
   0.009        12  sprm_server_get_force_parameters
   0.009        12  logtb_get_system_tdes
   0.009        12  logwr_write_end
   0.009        11  vacuum_data_mark_finished
   0.009        11  cubthread::callable_task<cubthread::entry>::execute
   0.009        11  css_set_net_header
   0.009        11  dwb_flush_block
   0.009        11  cubconn::connection::worker::handle_reception@plt
   0.009        11  lock_unlock_all
   0.009        11  locator_attribute_info_force
   0.009        11  css_conn_entry::add_pending_request
   0.009        11  cuberr::context::pop_error_stack@plt
   0.009        11  destroy_mspace
   0.009        11  heap_scancache_start_modify@plt
   0.009        11  heap_get_record_data_when_all_ready@plt
   0.009        11  std::_Function_handler<void (cubmem::block&, unsigned long), void (*)(cubmem::block&, unsigned long)>::_M_invoke
   0.009        11  pgbuf_should_move_private_to_shared
   0.009        11  mspace_malloc@plt
   0.009        11  logtb_find_current_isolation
   0.009        11  tp_domain_disk_size@plt
   0.009        11  or_mvcc_get_prev_version_lsa
   0.009        11  calloc@plt
   0.009        11  init_bins
   0.009        11  cuberr::er_message::~er_message@plt
   0.009        11  css_push_server_task@plt
   0.009        11  log_append_get_zip_undo
   0.009        11  db_private_free_release@plt
   0.009        11  cubconn::receiver::to_result
   0.009        11  write@plt
   0.009        11  __GI___pthread_mutex_init
   0.009        11  spage_get_free_space_without_saving
   0.008        10  vacuum_master_task::check_shutdown
   0.008        10  cubthread::looper::is_stopped@plt
   0.008        10  std::_Function_handler<void (cubthread::entry&), void (*)(cubthread::entry&)>::_M_invoke
   0.008        10  fileio_flush_control_add_tokens
   0.008        10  vacuum_job_cursor::load
   0.008        10  vacuum_job_cursor::readjust_to_vacuum_data_changes
   0.008        10  cubthread::waiter::run
   0.008        10  tm_encode
   0.008        10  css_return_queued_request@plt
   0.008        10  css_conn_entry::end_working_task
   0.008        10  cubthread::worker_pool::core::worker::assign_task@plt
   0.008        10  cubpl::session::is_sp_running@plt
   0.008        10  heap_get_mvcc_header@plt
   0.008        10  LOG_PRIOR_LSA_LAST_APPEND_OFFSET
   0.008        10  css_send_reply_and_2_data_to_client@plt
   0.008        10  pgbuf_unfix_all@plt
   0.008        10  __errno_location
   0.008        10  btree_generate_prefix_domain@plt
   0.008        10  log_append_redo_data2
   0.008        10  spage_number_of_records@plt
   0.008        10  pgbuf_set_lsa@plt
   0.008        10  spage_get_slot@plt
   0.008        10  btree_record_object_is_flagged
   0.008        10  heap_page_get_vacuum_status@plt
   0.008        10  cubthread::entry::release_packet@plt
   0.008        10  heap_scancache::end_area@plt
   0.008        10  pgbuf_get_tde_algorithm
   0.008        10  pgbuf_lockfree_unfix_ro
   0.008        10  heap_classrepr_entry_remove_from_LRU
   0.008        10  cubconn::connection::worker::handle_message_queue_shutdown_client
   0.008        10  cubconn::connection::worker::handle_connection_close
   0.008        10  pgbuf_thread_variables_init@plt
   0.008        10  log_does_allow_replication
   0.008        10  __GI_madvise
   0.007         9  dwb_write_block
   0.007         9  csect_enter_critical_section
   0.007         9  qexec_end_one_iteration
   0.007         9  cubthread::entry_manager::on_recycle
   0.007         9  cubconn::receiver::parse_packet@plt
   0.007         9  cubthread::get_manager@plt
   0.007         9  heap_scancache_end_modify
   0.007         9  logpb_set_dirty@plt
   0.007         9  logtb_find_wait_msecs@plt
   0.007         9  std::_Function_handler<void (cubmem::block&), void (*)(cubmem::block&)>::_M_invoke
   0.007         9  or_pack_int
   0.007         9  cubconn::connection::coordinator::handle_message_queue@plt
   0.007         9  heap_create_update_context@plt
   0.007         9  cubconn::receiver::drain@plt
   0.007         9  lock_initialize_entry_as_granted
   0.007         9  <lambda>
   0.007         9  hl_lea_free@plt
   0.007         9  or_replace_rep_id
   0.007         9  locator_send_copy_area@plt
   0.007         9  pgbuf_check_bcb_page_vpid
   0.007         9  qsort@plt
   0.007         9  pgbuf_get_page_ptype@plt
   0.007         9  file_get_type@plt
   0.007         9  pgbuf_lru_adjust_zone1
   0.007         9  cubthread::entry::release_packet
   0.007         9  heap_attrinfo_access@plt
   0.007         9  pgbuf_set_dirty@plt
   0.007         9  __GI___mprotect
   0.007         9  cubthread::manager::push_task_on_core@plt
   0.007         9  css_receive_data@plt
   0.007         9  stran_wait_server_active_trans
   0.007         9  xtran_wait_server_active_trans
   0.006         8  dwb_file_sync_helper
   0.006         8  __pthread_cleanup_pop
   0.006         8  oldest_active_get
   0.006         8  csect_exit_critical_section
   0.006         8  __tzset_parse_tz
   0.006         8  cubconn::receiver::to_result@plt
   0.006         8  cubconn::receiver::parse_size@plt
   0.006         8  cubconn::receiver::receive_in_tmpsize
   0.006         8  heap_next
   0.006         8  heap_next_internal
   0.006         8  eval_data_filter
   0.006         8  vacuum_get_log_blockid@plt
   0.006         8  locator_free_copy_area@plt
   0.006         8  heap_init_get_context@plt
   0.006         8  LZ4_compressBound@plt
   0.006         8  or_unpack_mem_value@plt
   0.006         8  or_mvcc_get_chn
   0.006         8  btree_get_node_header@plt
   0.006         8  session_get_pl_session@plt
   0.006         8  cuberr::er_message::clear_args@plt
   0.006         8  sbtree_find_unique
   0.006         8  cubconn::connection::coordinator::eventfd_clear@plt
   0.006         8  or_advance
   0.006         8  heap_scan_cache_allocate_area@plt
   0.006         8  db_value_put_null
   0.006         8  cuberr::er_message::clear_message_area@plt
   0.006         8  btree_leaf_get_first_object@plt
   0.006         8  heap_scancache_end@plt
   0.006         8  css_conn_entry::add_working_task
   0.006         8  spage_update@plt
   0.006         8  __GI_qsort
   0.006         8  sboot_register_client
   0.006         8  btree_leaf_is_flaged
   0.006         8  cubthread::lockfree_hashmap<lk_res_key, lk_res>::find_or_insert@plt
   0.006         8  mvcc_active_tran::~mvcc_active_tran
   0.006         8  std::vector<cubbase::span<std::byte>, std::allocator<cubbase::span<std::byte> > >::_M_realloc_insert<std::byte*, unsigned long>@plt
   0.006         8  or_mvcc_get_flag
   0.006         7  qexec_next_scan_block
   0.006         7  qexec_next_scan_block_iterations
   0.006         7  cubconn::connection::coordinator::handle_message_queue_statistics
   0.006         7  mvcctable::compute_oldest_visible_mvccid@plt
   0.006         7  __GI_sscanf
   0.006         7  parse_offset
   0.006         7  cubthread::waiter::run@plt
   0.006         7  cubthread::waiter::goto_sleep
   0.006         7  log_clock_execute
   0.006         7  tbb::detail::r1::cache_aligned_allocate@plt
   0.006         7  locator_allocate_copy_area_by_attr_info
   0.006         7  std::vector<cubbase::span<std::byte>, std::allocator<cubbase::span<std::byte> > >::_M_realloc_insert<std::byte*&, unsigned long>@plt
   0.006         7  logtb_has_updated
   0.006         7  locator_recv_allocate_copyarea@plt
   0.006         7  prior_lsa_end_append
   0.006         7  btree_mvcc_info_to_heap_mvcc_header@plt
   0.006         7  css_conn_entry::release_packet@plt
   0.006         7  locator_end_force_scan_cache@plt
   0.006         7  cubconn::connection::worker::handle_data_packet@plt
   0.006         7  log_tdes::lock_topop@plt
   0.006         7  btree_get_pkey_btid@plt
   0.006         7  spage_get_record_type@plt
   0.006         7  db_network_page_size@plt
   0.006         7  cubsync::critical_section_tracker::on_enter_as_reader
   0.006         7  tbb::detail::d2::internal_try_pop_impl<tbb::detail::d2::concurrent_queue_rep<cubconn::connection::coordinator::message, tbb::detail::d1::cache_aligned_allocator<cubconn::connection::coordinator::message> >, tbb::detail::d1::cache_aligned_allocator<tbb::detail::d2::concurrent_queue_rep<cubconn::connection::coordinator::message, tbb::detail::d1::cache_aligned_allocator<cubconn::connection::coordinator::message> > > >@plt
   0.006         7  css_conn_entry::get_tran_index
   0.006         7  cuberr::er_message::er_message@plt
   0.006         7  cubthread::entry::pop_resource_tracks
   0.006         7  cubconn::receiver::receive@plt
   0.006         7  _IO_new_do_write
   0.006         7  __GI__IO_file_sync
   0.006         7  __GI___libc_write
   0.006         7  _IO_new_file_write
   0.006         7  __GI__IO_fflush
   0.006         7  new_do_write
   0.006         7  cubconn::connection::worker::push_task_into_worker_pool@plt
   0.006         7  css_find_and_remove_queue_entry
   0.006         7  vacuum_read_log_aligned
   0.005         6  scan_start_scan
   0.005         6  _IO_vsscanf
   0.005         6  __GI__IO_vfscanf
   0.005         6  vacuum_data::get_last_blockid
   0.005         6  cubthread::daemon::pause
   0.005         6  qexec_clear_xasl
   0.005         6  or_unpack_value
   0.005         6  or_get_value
   0.005         6  cubthread::manager::push_task_on_core
   0.005         6  thread_wakeup_already_had_mutex
   0.005         6  session_get_private_lru_idx
   0.005         6  heap_scan_get_visible_version
   0.005         6  qdata_generate_tuple_desc_for_valptr_list
   0.005         6  qexec_generate_tuple_descriptor
   0.005         6  heap_attrinfo_transform_to_disk_internal
   0.005         6  std::vector<std::pair<unsigned long, cubconn::statistics::metrics<cubconn::statistics::context, unsigned long> >, std::allocator<std::pair<unsigned long, cubconn::statistics::metrics<cubconn::statistics::context, unsigned long> > > >::reserve
   0.005         6  copy_bind_value_to_tdes
   0.005         6  css_conn_entry::add_pending_request@plt
   0.005         6  heap_scancache_end_modify@plt
   0.005         6  tbb::detail::r1::std_cache_aligned_deallocate
   0.005         6  btree_multicol_key_is_null@plt
   0.005         6  heap_get_class_name
   0.005         6  pthread_cond_signal@plt
   0.005         6  PRIM_SET_NULL
   0.005         6  create_mspace_with_base@plt
   0.005         6  log_tdes::on_sysop_start@plt
   0.005         6  cubbase::packet_buffer::save_index
   0.005         6  mvcc_satisfies_delete@plt
   0.005         6  heap_get_last_version@plt
   0.005         6  prior_lsa_next_record@plt
   0.005         6  cubbase::packet_buffer::stamp_msghdr
   0.005         6  log_tdes::on_sysop_end@plt
   0.005         6  mvcc_active_tran::~mvcc_active_tran@plt
   0.005         6  css_add_list@plt
   0.005         6  locator_pack_copy_area_descriptor@plt
   0.005         6  __bswap_16
   0.005         6  vacuum_master_task::is_task_queue_full
   0.005         6  css_conn_entry::end_working_task@plt
   0.005         6  ATOMIC_INC_32<unsigned int, int>
   0.005         6  std::_Function_base::_Base_manager<css_enqueue_and_notify(cubconn::connection::worker::queue_type, cubconn::connection::worker::message&&, int)::{lambda()#1}>::_M_manager
   0.005         6  lock_create_search_key
   0.005         6  log_append_get_zip_redo
   0.005         6  lock_init_resource
   0.005         6  get_impl
   0.005         6  cubconn::connection::coordinator::handle_message_queue_return_to_pool
   0.005         6  lock_compat
   0.005         6  pgbuf_is_temporary_volume
   0.005         6  heap_link_watchers
   0.005         6  pgbuf_lru_fall_bcb_to_zone_3
   0.005         6  locator_lock_and_return_object
   0.005         6  heap_get_class_repr_id@plt
   0.005         6  ssession_find_or_create_session
   0.004         5  cubpl::server_monitor_task::do_monitor
   0.004         5  gettimeofday@plt
   0.004         5  xcache_find_sha1
   0.004         5  heap_attrinfo_start
   0.004         5  cubthread::looper::is_stopped
   0.004         5  heap_scancache_start
   0.004         5  vacuum_job_cursor::search
   0.004         5  ATOMIC_TAS_32<int, int>
   0.004         5  cubconn::connection::coordinator::statistics_update_connection
   0.004         5  css_conn_entry::get_tran_index@plt
   0.004         5  vacuum_job_cursor::unload@plt
   0.004         5  perfmon_destroy_parallel_stats@plt
   0.004         5  heap_get_visible_version_internal@plt
   0.004         5  fetch_peek_dbval
   0.004         5  css_receive_data_from_client_with_timeout@plt
   0.004         5  perfmon_destroy_parallel_stats
   0.004         5  locator_savepoint_transient_class_name_entries@plt
   0.004         5  prior_lsa_next_record
   0.004         5  log_prior_lsa_append_add_align
   0.004         5  log_append_get_zip_undo@plt
   0.004         5  LZ4_resetStream_fast@plt
   0.004         5  css_receive_data_from_client@plt
   0.004         5  locator_start_force_scan_cache@plt
   0.004         5  heap_unfix_watchers
   0.004         5  sbtree_find_unique_internal
   0.004         5  cubbase::DMRBMemoryPool::buffer
   0.004         5  or_get_oid
   0.004         5  pgbuf_bcb_is_async_flush_request
   0.004         5  cubthread::worker_pool::core::worker::retire_current_task@plt
   0.004         5  xsysprm_get_force_server_parameters
   0.004         5  ssession_end_session
   0.004         5  css_open_new_socket_from_master
   0.004         5  lf_list_find@plt
   0.004         5  xboot_register_client
   0.004         5  heap_get_class_name@plt
   0.004         5  logtb_find_current_tranid
   0.004         5  xbtree_find_unique@plt
   0.004         5  btree_node_get_common_prefix
   0.004         5  pgbuf_is_lsa_temporary@plt
   0.004         5  css_add_queue_entry@plt
   0.004         5  _IO_vfprintf_internal
   0.004         5  cubthread::get_manager
   0.004         5  fileio_compensate_flush
   0.004         5  vacuum_is_file_dropped
   0.003         4  cubpl::server_monitor_task::do_check_state
   0.003         4  or_pack_listid
   0.003         4  pgbuf_page_flush_daemon_task::execute
   0.003         4  vacuum_data::update@plt
   0.003         4  perfmon_add_at_offset
   0.003         4  vacuum_master_task::check_shutdown@plt
   0.003         4  xqmgr_prepare_query
   0.003         4  cubthread::waiter::wakeup
   0.003         4  logpb_compute_page_checksum
   0.003         4  logtb_get_new_tran_id
   0.003         4  log_complete
   0.003         4  lock_classes_lock_hint
   0.003         4  xcache_find_xasl_id_for_execute
   0.003         4  heap_attrinfo_set_uninitialized
   0.003         4  cubconn::connection::worker::eventfd_removetimer@plt
   0.003         4  vacuum_shutdown_sequence::check_shutdown_request
   0.003         4  stran_server_commit_internal
   0.003         4  qexec_start_mainblock_iterations
   0.003         4  pr_clone_value
   0.003         4  eval_pred
   0.003         4  css_is_request_aborted@plt
   0.003         4  __offtime
   0.003         4  logpb_get_memsize@plt
   0.003         4  logtb_complete_mvcc
   0.003         4  db_value_type
   0.003         4  btree_get_root_header@plt
   0.003         4  css_receive_request@plt
   0.003         4  lock_res_key_copy
   0.003         4  css_wakeup_handler@plt
   0.003         4  vacuum_is_thread_vacuum_worker
   0.003         4  log_sysop_attach_to_outer@plt
   0.003         4  cubconn::connection::worker::enqueue@plt
   0.003         4  cubthread::worker_pool::core::free_all_temp_list@plt
   0.003         4  vacuum_data::get_first_blockid@plt
   0.003         4  cubconn::connection::worker::handle_packet@plt
   0.003         4  css_request_release_packet@plt
   0.003         4  db_clear_private_heap
   0.003         4  cuberr::context::push_error_stack@plt
   0.003         4  std::_Rb_tree_increment@plt
   0.003         4  session_state_destroy
   0.003         4  cubthread::worker_pool::core::check_worker_not_available
   0.003         4  vacuum_is_thread_vacuum
   0.003         4  cubthread::worker_pool::core::finished_task_notification@plt
   0.003         4  cubpl::session::is_thread_involved@plt
   0.003         4  thread_get_entry_index
   0.003         4  log_tdes::unlock_topop@plt
   0.003         4  css_return_eid_from_conn@plt
   0.003         4  cubmem::single_block_allocator::~single_block_allocator@plt
   0.003         4  LOG_APPEND_PTR@plt
   0.003         4  pgbuf_lru_adjust_zone2
   0.002         3  vacuum_job_cursor::load@plt
   0.002         3  vacuum_shutdown_sequence::check_shutdown_request@plt
   0.002         3  vacuum_job_cursor::force_data_update@plt
   0.002         3  vacuum_data::is_empty
   0.002         3  __GI_kill
   0.002         3  is_terminated_process
   0.002         3  vacuum_job_cursor::search@plt
   0.002         3  css_receive_request
   0.002         3  __pthread_cond_broadcast
   0.002         3  logtb_clear_tdes
   0.002         3  cubthread::worker_pool::core::get_task_or_become_available@plt
   0.002         3  lock_free_entry
   0.002         3  mr_data_readval_string
   0.002         3  mr_readval_string_internal
   0.002         3  cubconn::connection::coordinator::statistics_EWMA<cubconn::statistics::worker>
   0.002         3  qfile_generate_tuple_into_list
   0.002         3  log_append_commit_log
   0.002         3  vacuum_data_page::get_index_of_blockid@plt
   0.002         3  vacuum_data_page::get_index_of_blockid
   0.002         3  vacuum_job_cursor::readjust_to_vacuum_data_changes@plt
   0.002         3  heap_scan_cache_allocate_recdes_data
   0.002         3  cubconn::connection::worker::enqueue_and_notify@plt
   0.002         3  std::vector<cubbase::span<std::byte>, std::allocator<cubbase::span<std::byte> > >::_M_realloc_insert<std::byte*, int>@plt
   0.002         3  cubthread::worker_pool::core::check_worker_not_available@plt
