# 전체 on-CPU inclusive 함수 표 — 1615개 (컷오프 없음)
# denom = total_samples = 126337

  %total   samples  func
   0.002         3  cubconn::transmitter::stamp@plt
   0.002         3  cubconn::connection::worker::wakeup_blocked_worker
   0.002         3  cubconn::connection::worker::handle_command_header_packet@plt
   0.002         3  session_state_uninit
   0.002         3  tbb::detail::r1::std_cache_aligned_allocate
   0.002         3  er_set
   0.002         3  _er_log_debug_internal
   0.002         3  _er_log_debug
   0.002         3  cubconn::connection::pool::dispatch
   0.002         3  PGBUF_THREAD_HAS_PRIVATE_LRU
   0.002         3  pgbuf_bcb_set_dirty
   0.002         3  pgbuf_is_bcb_victimizable
   0.002         3  heap_Hfid_table_area
   0.002         3  cubbase::packet_buffer::get_msghdr
   0.002         3  btree_init_temp_key_value
   0.002         3  rwlock_write_lock
   0.002         3  __GI_fprintf
   0.002         3  heap_chnguess_put
   0.002         3  cubconn::transmitter::push_for_deleter@plt
   0.002         3  spage_is_record_located_at_end
   0.002         3  cubmem::single_block_allocator::get_size
   0.002         3  db_value_domain_type
   0.002         3  mht_clear
   0.002         3  css_shutdown_socket
   0.002         3  __libc_close
   0.002         3  log_append_realloc_data_ptr
   0.002         3  xlocator_fetch_all
   0.002         3  slocator_fetch_all
   0.002         3  server_ping_with_handshake
   0.002         3  spage_need_compact@plt
   0.002         2  qfile_copy_list_id
   0.002         2  qfile_open_list_scan
   0.002         2  std::_Function_handler<bool (), std::_Bind<bool (cubconn::connection::worker::*(cubconn::connection::worker*))()> >::_M_invoke
   0.002         2  pgbuf_direct_victims_maintenance
   0.002         2  deadlock_detect_task_execute
   0.002         2  mvcctable::build_mvcc_info
   0.002         2  qexec_clear_access_spec_list
   0.002         2  qexec_clear_regu_var
   0.002         2  lf_hash_delete_already_locked@plt
   0.002         2  pgbuf_flush_if_requested@plt
   0.002         2  mht_compare_strings_are_equal
   0.002         2  qmgr_is_allowed_result_cache
   0.002         2  my_malloc
   0.002         2  xcache_retire_clone
   0.002         2  std::_Function_handler<void (), slocator_find_lockhint_class_oids(cubthread::entry*, unsigned int, char*, int)::{lambda()#1}>::_M_invoke
   0.002         2  vacuum_job_cursor::is_loaded@plt
   0.002         2  __GI_getenv
   0.002         2  qfile_open_list
   0.002         2  mr_setval_string
   0.002         2  log_get_clock_msec
   0.002         2  memalign@plt
   0.002         2  qdata_copy_db_value_to_tuple_value
   0.002         2  __GI_munmap
   0.002         2  free_stacks
   0.002         2  __deallocate_stack
   0.002         2  cubthread::entry::push_resource_tracks@plt
   0.002         2  vacuum_data_page::is_empty
   0.002         2  tp_value_compare_with_error
   0.002         2  eval_value_rel_cmp
   0.002         2  cubconn::connection::worker::hibernate_check
   0.002         2  vacuum_job_cursor::is_loaded
   0.002         2  heap_does_exist
   0.002         2  css_claim_queue_entry
   0.002         2  vacuum_data::upgrade_oldest_unvacuumed@plt
   0.002         2  locator_unpack_copy_area_descriptor@plt
   0.002         2  css_set_net_header@plt
   0.002         2  pgbuf_notify_vacuum_follows@plt
   0.002         2  cubthread::worker_pool::is_full
   0.002         2  cubthread::worker_pool::is_full@plt
   0.002         2  css_return_queued_error@plt
   0.002         2  qexec_execute_insert
   0.002         2  css_server_task::~css_server_task
   0.002         2  cubconn::connection::coordinator::enqueue@plt
   0.002         2  slogtb_set_suppress_repl_on_transaction
   0.002         2  sysprm_set_sysprm_value_from_parameter
   0.002         2  sboot_notify_unregister_client
   0.002         2  session_stop_attached_threads
   0.002         2  destroy_mspace@plt
   0.002         2  lock_init_entry
   0.002         2  css_return_eid_from_conn
   0.002         2  cubconn::connection::worker::purge_stale_contexts@plt
   0.002         2  cubthread::check_not_single_thread@plt
   0.002         2  css_receive_data_from_client
   0.002         2  cubconn::connection::worker::push_task_into_worker_pool
   0.002         2  _IO_vsnprintf
   0.002         2  __GI___snprintf
   0.002         2  init_top
   0.002         2  db_value_put_null@plt
   0.002         2  __libc_recvmsg
   0.002         2  locator_ensure_tls_initialized
   0.002         2  tz_str_to_region
   0.002         2  fileio_synchronize_all
   0.002         2  db_value_is_null
   0.002         2  tp_init_value_domain@plt
   0.002         2  heap_get_class_oid_from_page
   0.002         2  pgbuf_has_any_non_vacuum_waiters
   0.002         2  __GI___strftime_l
   0.002         2  cubconn::connection::coordinator::handle_message_queue_new_client
   0.002         2  sboot_get_locales_info
   0.002         2  spage_saving_Ts
   0.002         2  net_server_wakeup_workers
   0.002         2  std::_Function_handler<void (), css_send_data_to_client(css_conn_entry*, unsigned int, char*, int, int)::{lambda()#1}>::_M_invoke
   0.002         2  sysprm_alloc_session_parameters
   0.002         2  sysprm_unpack_session_parameters
   0.002         2  __GI_fseek
   0.002         2  vacuum_data_page::is_empty@plt
   0.002         2  mvcc_active_tran::mvcc_active_tran
   0.002         2  heap_is_valid_oid
   0.002         2  lf_freelist_retire@plt
   0.002         2  mvcc_satisfies_vacuum
   0.002         2  file_descriptor_get
   0.002         2  heap_stats_update@plt
   0.002         2  or_mvcc_get_insid
   0.002         2  vacuum_collect_heap_objects
   0.002         2  qdata_evaluate_function
   0.002         2  __malloc_arena_thread_freeres
   0.002         2  qfile_scan_list
   0.002         2  scan_next_list_scan
   0.002         2  qfile_scan_list_next
   0.001         1  xlocator_find_class_oid@plt
   0.001         1  or_pack_domain@plt
   0.001         1  cubthread::looper::was_woken_up
   0.001         1  ranged_convert
   0.001         1  __mktime_internal
   0.001         1  __GI__IO_default_uflow
   0.001         1  vacuum_data::get_last_blockid@plt
   0.001         1  session_get_private_lru_idx@plt
   0.001         1  locator_allocate_lockhint@plt
   0.001         1  pgbuf_keep_victim_flush_thread_running
   0.001         1  or_unpack_string_nocopy
   0.001         1  LOG_CS_ENTER
   0.001         1  mht_get@plt
   0.001         1  qexec_open_scan
   0.001         1  prm_get_value
   0.001         1  check_hash_list_scan
   0.001         1  scan_open_list_scan
   0.001         1  session_get_session_parameter@plt
   0.001         1  mvcc_active_tran::compute_highest_completed_mvccid
   0.001         1  db_datetime_encode@plt
   0.001         1  julian_decode
   0.001         1  vacuum_data::is_empty@plt
   0.001         1  db_clear_private_heap@plt
   0.001         1  qexec_clear_pred
   0.001         1  lock_classes_lock_hint@plt
   0.001         1  csect_promote
   0.001         1  __localtime_r
   0.001         1  logpb_prior_lsa_append_all_list@plt
   0.001         1  csect_enter_as_reader@plt
   0.001         1  xcache_unfix
   0.001         1  or_put_domain
   0.001         1  mht_1strhash
   0.001         1  db_make_varchar
   0.001         1  cubmem::cstyle_dealloc
   0.001         1  cubconn::connection::worker::ha_close_all_connections
   0.001         1  __tzstring_len
   0.001         1  vacuum_job_cursor::is_valid@plt
   0.001         1  xcache_entry_get_entrysize
   0.001         1  heap_attrinfo_transform_columns_to_disk
   0.001         1  xcache_find_xasl_id_for_execute@plt
   0.001         1  locator_free_lockhint@plt
   0.001         1  xtran_should_connection_reset
   0.001         1  logtb_find_client_hostname
   0.001         1  db_private_set_heapid_to_thread@plt
   0.001         1  logtb_clear_tdes@plt
   0.001         1  cubthread::worker_pool::execute_on_core@plt
   0.001         1  pgbuf_is_any_thread_waiting_for_direct_victim
   0.001         1  cubconn::receiver::receive_in_allocated
   0.001         1  lf_hash_iterate
   0.001         1  session_remove_expired_sessions
   0.001         1  qfile_update_qlist_count
   0.001         1  parse_tzname
   0.001         1  qdata_get_tuple_value_size_from_dbval
   0.001         1  std::vector<std::pair<unsigned long, cubconn::statistics::metrics<cubconn::statistics::context, unsigned long> >, std::allocator<std::pair<unsigned long, cubconn::statistics::metrics<cubconn::statistics::context, unsigned long> > > >::reserve@plt
   0.001         1  mht_adjust_lru_list@plt
   0.001         1  qfile_allocate_new_page_if_need
   0.001         1  btree_is_unique_type@plt
   0.001         1  heap_attrinfo_check_unique_index
   0.001         1  qexec_clear_internal_classes
   0.001         1  resolve_domains_on_list_scan
   0.001         1  std::_Function_base::_Base_manager<css_send_data_to_client(css_conn_entry*, unsigned int, char*, int, int)::{lambda()#1}>::_M_manager
   0.001         1  css_get_comm_request_id
   0.001         1  mvcctable::update_global_oldest_visible@plt
   0.001         1  qexec_setup_list_id
   0.001         1  locator_free_lockhint
   0.001         1  cubsync::critical_section_tracker::on_exit@plt
   0.001         1  qfile_start_scan_fix@plt
   0.001         1  logtb_tran_reset_count_optim_state@plt
   0.001         1  tp_domain_copy
   0.001         1  fetch_peek_arith
   0.001         1  lockfree::bitmap::get_entry
   0.001         1  area_alloc
   0.001         1  tp_domain_new
   0.001         1  tp_infer_common_domain
   0.001         1  or_unpack_db_value
   0.001         1  ATOMIC_TAS_64<unsigned long, int>
   0.001         1  perfmon_set_at_offset
   0.001         1  perfmon_set_stat
   0.001         1  vacuum_consume_buffer_log_blocks@plt
   0.001         1  std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (cubthread::worker_pool::core::worker::*)(), cubthread::worker_pool::core::worker*> > >::~_State_impl
   0.001         1  csect_enter
   0.001         1  heap_attrinfo_check_unique_index@plt
   0.001         1  or_unpack_ptr@plt
   0.001         1  qexec_clear_xasl_head
   0.001         1  qfile_destroy_list@plt
   0.001         1  xqmgr_end_query
   0.001         1  locator_attribute_info_force@plt
   0.001         1  mr_data_writeval_bigint
   0.001         1  qexec_clear_xasl@plt
   0.001         1  cubconn::receiver::parse_size_in_tmpsize
   0.001         1  partition_init_pruning_context
   0.001         1  qexec_create_internal_classes
   0.001         1  tx_lob_locator_clear
   0.001         1  tp_domain_select
   0.001         1  tp_domain_check
   0.001         1  heap_attrinfo_set
   0.001         1  mvcc_active_tran::reset@plt
   0.001         1  mvcc_snapshot::reset
   0.001         1  mvcc_info::reset
   0.001         1  fetch_val_list
   0.001         1  mr_setval_bigint
   0.001         1  or_mvcc_set_repid_and_flags@plt
   0.001         1  or_mvcc_set_header
   0.001         1  cubpl::server_monitor_task::do_check_state@plt
   0.001         1  qexec_upddel_setup_current_class
   0.001         1  lock_notify_isolation_incons
   0.001         1  csect_exit@plt
   0.001         1  log_append_donetime_internal
   0.001         1  prior_lsa_alloc_and_copy_data
   0.001         1  csect_enter@plt
   0.001         1  xcache_unfix@plt
   0.001         1  csect_demote@plt
   0.001         1  pgbuf_bcb_register_avoid_deallocation
   0.001         1  qmgr_get_query_sql_user_text@plt
   0.001         1  or_unpack_value@plt
   0.001         1  or_get_attr_string
   0.001         1  or_find_diskattr
   0.001         1  clientids::get_db_user@plt
   0.001         1  heap_scancache_force_modify
   0.001         1  locator_allocate_copy_area_by_length@plt
   0.001         1  session_set_row_count
   0.001         1  tp_domain_get_list
   0.001         1  tp_domain_find_charbit
   0.001         1  record_descriptor::~record_descriptor@plt
   0.001         1  cubconn::receiver::get_result
   0.001         1  cubbase::packet_buffer::push_for_send<>(cubbase::span<std::byte> const&)::{lambda(cubbase::span<std::byte> const&)#1}::operator()
   0.001         1  or_replace_rep_id@plt
   0.001         1  mvcc_active_tran::get_bit_area_memsize
   0.001         1  mvcc_active_tran::copy_to
   0.001         1  prior_update_header_mvcc_info
   0.001         1  log_tdes::is_under_sysop@plt
   0.001         1  std::__detail::_Map_base<unsigned long, std::pair<unsigned long const, std::pair<cubconn::statistics::metrics<cubconn::statistics::context, double>, cubconn::statistics::metrics<cubconn::statistics::context, unsigned long> > >, std::allocator<std::pair<unsigned long const, std::pair<cubconn::statistics::metrics<cubconn::statistics::context, double>, cubconn::statistics::metrics<cubconn::statistics::context, unsigned long> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[]
   0.001         1  std::_Function_handler<void (), slocator_fetch(cubthread::entry*, unsigned int, char*, int)::{lambda()#1}>::_M_invoke
   0.001         1  cubpl::session::wait_until_pl_session_done@plt
   0.001         1  __strcmp_avx2
   0.001         1  css_sockopt
   0.001         1  __setsockopt
   0.001         1  locator_start_force_scan_cache
   0.001         1  xlocator_repl_force@plt
   0.001         1  sboot_get_timezone_checksum
   0.001         1  lk_Obj_lock_res_desc
   0.001         1  css_request_shutdown_conn
   0.001         1  cubconn::connection::worker::handle_packet
   0.001         1  cubmem::block_allocator::block_allocator@plt
   0.001         1  __GI___getpid
   0.001         1  cubthread::entry::end_resource_tracks
   0.001         1  pgbuf_bcb_get_zone
   0.001         1  cubmem::single_block_allocator::single_block_allocator@plt
   0.001         1  db_date_encode
   0.001         1  julian_encode
   0.001         1  logtb_assign_tran_index
   0.001         1  vacuum_data_entry::get_blockid@plt
   0.001         1  hl_clear_lea_heap@plt
   0.001         1  heap_classrepr_get_from_record
   0.001         1  vacuum_produce_log_block_data
   0.001         1  set_xasl_unpack_info_ptr
   0.001         1  heap_get_file_type
   0.001         1  session_key_hash
   0.001         1  __strchrnul_evex
   0.001         1  cubconn::master::context::has_data_to_send@plt
   0.001         1  lock_alloc_entry
   0.001         1  lock_increment_class_granules
   0.001         1  css_make_conn
   0.001         1  css_set_user_access_status@plt
   0.001         1  or_put_domain@plt
   0.001         1  or_pack_domain
   0.001         1  mr_initval_string
   0.001         1  css_conn_entry::add_working_task@plt
   0.001         1  __strncmp_avx2
   0.001         1  sysprm_session_init_session_parameters
   0.001         1  cubconn::connection::pool::claim_context
   0.001         1  pthread_mutex_init@plt
   0.001         1  cubconn::connection::worker::handle_message_queue_new_client
   0.001         1  cubsocket::epoll::add_descriptor
   0.001         1  __GI_epoll_ctl
   0.001         1  vacuum_job_cursor::unload
   0.001         1  css_insert_into_active_conn_list@plt
   0.001         1  dwb_flush_force
   0.001         1  csect_check_own
   0.001         1  LOG_CS_OWN
   0.001         1  fileio_flush_control_get_token
   0.001         1  vacuum_master_task::is_cursor_entry_ready_to_vacuum
   0.001         1  cub_realloc
   0.001         1  util_get_second_and_ms_since_epoch@plt
   0.001         1  lf_freelist_transport@plt
   0.001         1  lf_tran_compute_minimum_transaction_id@plt
   0.001         1  logwr_check_page_checksum
   0.001         1  pthread_cond_broadcast@plt
   0.001         1  tcache_init.part.7
   0.001         1  stran_server_auto_commit_or_abort
   0.001         1  multi_index_unique_stats::clear
   0.001         1  pgbuf_get_groupid_and_unfix
   0.001         1  __GI__dl_allocate_tls_init
   0.001         1  __pthread_create_2_1
   0.001         1  memmove
   0.001         1  cubthread::worker_pool::core::worker::start_thread
   0.001         1  std::thread::_M_start_thread
   0.001         1  cubthread::entry::claim_system_worker
   0.001         1  cubthread::worker_pool::core::worker::init_run
   0.001         1  log_system_tdes::log_system_tdes
   0.001         1  vacuum_worker_entry_manager::on_create
   0.001         1  systdes_claim_tdes
   0.001         1  cubthread::entry_manager::create_context
   0.001         1  std::_Rb_tree<int, std::pair<int const, log_tdes*>, std::_Select1st<std::pair<int const, log_tdes*> >, std::less<int>, std::allocator<std::pair<int const, log_tdes*> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >
   0.001         1  timeval_add_msec
   0.001         1  log_2pc_is_tran_distributed
   0.001         1  sysprm_find_err_in_integer_list
   0.001         1  cubconn::receiver::receive_in_allocated@plt
   0.001         1  __strftime_internal
   0.001         1  vacuum_data::get_first_blockid
   0.001         1  rel_compare
   0.001         1  sysprm_packed_assign_values_length
   0.001         1  thread_suspend_wakeup_and_unlock_entry
   0.001         1  __GI___strtoul_internal
   0.001         1  lang_collation_count
   0.001         1  clientids::~clientids@plt
   0.001         1  css_free_conn
   0.001         1  or_pack_int64@plt
   0.001         1  logtb_tran_prepare_count_optim_classes@plt
   0.001         1  vacuum_data::has_one_page
   0.001         1  css_conn_entry::start_request@plt
   0.001         1  cubconn::buffer::position@plt
   0.001         1  __lseek64
   0.001         1  __GI__IO_file_seekoff
   0.001         1  css_remove_all_unexpected_packets
   0.001         1  log_sysop_end_unstack
   0.001         1  _IO_seekoff_unlocked
   0.001         1  scan_next_hash_list_scan
   0.001         1  vacuum_job_cursor::is_valid
   0.001         1  cubconn::buffer::advance@plt
   0.001         1  log_get_clock_msec@plt
   0.001         1  logtb_tran_clear_update_stats
   0.001         1  css_free_queue_entry
   0.001         1  std::_Function_handler<void (), slocator_fetch_all(cubthread::entry*, unsigned int, char*, int)::{lambda()#1}>::_M_invoke
   0.001         1  cubthread::entry::push_resource_tracks
   0.001         1  btree_or_get_mvccinfo
   0.001         1  session_state_create
   0.001         1  __GI___fcntl
   0.001         1  __fcntl64_nocancel_adjusted
   0.001         1  qfile_update_qlist_count@plt
   0.001         1  mmon_sub_stat
   0.001         1  _IO_old_init
   0.001         1  __IO_vsprintf
   0.001         1  _IO_no_init
   0.001         1  __sprintf
   0.001         1  std::__detail::_Prime_rehash_policy::_M_need_rehash
   0.001         1  std::_Hashtable<unsigned long, std::pair<unsigned long const, std::pair<cubconn::statistics::metrics<cubconn::statistics::context, double>, cubconn::statistics::metrics<cubconn::statistics::context, unsigned long> > >, std::allocator<std::pair<unsigned long const, std::pair<cubconn::statistics::metrics<cubconn::statistics::context, double>, cubconn::statistics::metrics<cubconn::statistics::context, unsigned long> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node
   0.001         1  heap_chnguess_clear
   0.001         1  net_server_conn_down
   0.001         1  logtb_release_tran_index
   0.001         1  xboot_unregister_client
   0.001         1  sysprm_unpack_session_parameters@plt
   0.001         1  vacuum_data_entry::get_blockid
   0.001         1  css_insert_into_active_conn_list
   0.001         1  stran_server_abort
   0.001         1  log_abort
   0.001         1  xtran_server_abort
   0.001         1  log_append_undo_crumbs
   0.001         1  log_append_undo_data2
   0.001         1  prior_is_tde_encrypted@plt
   0.001         1  lock_scan
   0.001         1  net_server_active_workers
   0.001         1  __GI___pthread_mutex_destroy
   0.001         1  __GI__setjmp
   0.001         1  std::deque<cubthread::task<cubthread::entry>*, std::allocator<cubthread::task<cubthread::entry>*> >::_M_push_back_aux<cubthread::task<cubthread::entry>* const&>
   0.001         1  log_can_skip_redo_logging
   0.001         1  cubthread::manager::is_pool_full@plt
   0.001         1  logtb_get_system_tdes@plt
   0.001         1  mht_adjust_lru_list
   0.001         1  vacuum_update_keep_from_log_pageid
   0.001         1  pgbuf_has_any_non_vacuum_waiters@plt
   0.001         1  log_system_tdes::get_tdes
   0.001         1  vacuum_heap
   0.001         1  btree_find_oid_and_its_page
   0.001         1  btree_find_oid_does_mvcc_info_match
   0.001         1  btree_key_remove_insert_mvccid
   0.001         1  vacuum_read_log_add_aligned
   0.001         1  vacuum_heap_get_hfid_and_file_type
   0.001         1  heap_hash_vpid
   0.001         1  vacuum_read_advance_when_doesnt_fit
   0.001         1  prior_is_tde_encrypted
   0.001         1  cubconn::connection::worker::eventfd_removetimer
   0.001         1  cubmem::standard_dealloc
   0.001         1  std::unique_lock<std::mutex>::unlock
   0.001         1  qmgr_free_old_page
   0.001         1  lock_unlock_classes_lock_hint
   0.001         1  db_change_private_heap@plt
   0.001         1  qmgr_get_old_page@plt
   0.001         1  qfile_scan_next
   0.001         1  heap_get_class_oid@plt
   0.001         1  lang_fastcmp_byte
   0.001         1  mr_cmpval_string
   0.001         1  pgbuf_flush_control_from_dirty_ratio@plt
   0.001         1  lrand48_r@plt
   0.001         1  pgbuf_flush_control_from_dirty_ratio
